"Temperature, K","Pressure, kPa","Viscosity, Pas",salt_name
313.15,101,0.338 ± 0.01,"1-butyl-2,3-dimethylimidazolium azide"
323.15,101,0.176 ± 0.0042,"1-butyl-2,3-dimethylimidazolium azide"
333.15,101,0.1016 ± 0.002,"1-butyl-2,3-dimethylimidazolium azide"
343.15,101,0.0636 ± 0.0011,"1-butyl-2,3-dimethylimidazolium azide"
353.15,101,0.04244 ± 0.00073,"1-butyl-2,3-dimethylimidazolium azide"
363.15,101,0.02982 ± 0.00051,"1-butyl-2,3-dimethylimidazolium azide"
373.15,101,0.02187 ± 0.00038,"1-butyl-2,3-dimethylimidazolium azide"
313.15,101,0.364 ± 0.011,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
323.15,101,0.2048 ± 0.0051,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
333.15,101,0.1243 ± 0.0026,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
343.15,101,0.0804 ± 0.0014,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
353.15,101,0.05465 ± 0.00093,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
363.15,101,0.0388 ± 0.00067,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
373.15,101,0.02856 ± 0.00049,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
293.15,101.325,0.135 ± 0.014,1-butyl-3-methylpyridinium tris(pentafluoroethyl)trifluorophosphate
298.15,101.325,0.106 ± 0.011,1-butyl-3-methylpyridinium tris(pentafluoroethyl)trifluorophosphate
303.15,101.325,0.0838 ± 0.0084,1-butyl-3-methylpyridinium tris(pentafluoroethyl)trifluorophosphate
308.15,101.325,0.0653 ± 0.0065,1-butyl-3-methylpyridinium tris(pentafluoroethyl)trifluorophosphate
313.15,101.325,0.0534 ± 0.0054,1-butyl-3-methylpyridinium tris(pentafluoroethyl)trifluorophosphate
318.15,101.325,0.0413 ± 0.0041,1-butyl-3-methylpyridinium tris(pentafluoroethyl)trifluorophosphate
323.15,101.325,0.0335 ± 0.0034,1-butyl-3-methylpyridinium tris(pentafluoroethyl)trifluorophosphate
293.15,101.325,0.0474 ± 0.0048,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
298.15,101.325,0.0398 ± 0.004,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
303.15,101.325,0.0333 ± 0.0033,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
308.15,101.325,0.0278 ± 0.0028,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
313.15,101.325,0.0234 ± 0.0023,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
318.15,101.325,0.0202 ± 0.002,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
323.15,101.325,0.0176 ± 0.0018,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
293.15,101.325,0.0756 ± 0.0076,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
298.15,101.325,0.0605 ± 0.0061,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
303.15,101.325,0.0481 ± 0.0048,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
308.15,101.325,0.0381 ± 0.0038,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
313.15,101.325,0.0324 ± 0.0032,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
318.15,101.325,0.0276 ± 0.0028,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
323.15,101.325,0.0227 ± 0.0023,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
293.15,101.325,0.144 ± 0.015,1-butyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
298.15,101.325,0.0957 ± 0.0097,1-butyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
303.15,101.325,0.072 ± 0.0072,1-butyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
308.15,101.325,0.0569 ± 0.0057,1-butyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
313.15,101.325,0.0458 ± 0.0046,1-butyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
318.15,101.325,0.0374 ± 0.0037,1-butyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
323.15,101.325,0.0295 ± 0.003,1-butyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
293.15,101.325,0.0817 ± 0.0082,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
298.15,101.325,0.0647 ± 0.0065,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
303.15,101.325,0.0514 ± 0.0052,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
308.15,101.325,0.0417 ± 0.0042,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
313.15,101.325,0.034 ± 0.0034,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
318.15,101.325,0.0291 ± 0.0029,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
323.15,101.325,0.0257 ± 0.0026,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
293.15,101.325,0.0653 ± 0.0065,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
298.15,101.325,0.0544 ± 0.0055,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
303.15,101.325,0.0444 ± 0.0045,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
308.15,101.325,0.0361 ± 0.0036,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
313.15,101.325,0.0298 ± 0.003,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
318.15,101.325,0.0252 ± 0.0025,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
323.15,101.325,0.0202 ± 0.002,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
293.15,101.325,0.142 ± 0.014,1-butyl-3-methylpyridinium trifluoromethanesulfonate
298.15,101.325,0.127 ± 0.013,1-butyl-3-methylpyridinium trifluoromethanesulfonate
303.15,101.325,0.101 ± 0.01,1-butyl-3-methylpyridinium trifluoromethanesulfonate
308.15,101.325,0.078 ± 0.0078,1-butyl-3-methylpyridinium trifluoromethanesulfonate
313.15,101.325,0.061 ± 0.0061,1-butyl-3-methylpyridinium trifluoromethanesulfonate
318.15,101.325,0.0489 ± 0.0049,1-butyl-3-methylpyridinium trifluoromethanesulfonate
323.15,101.325,0.0379 ± 0.0038,1-butyl-3-methylpyridinium trifluoromethanesulfonate
293.15,101.325,0.226 ± 0.023,1-butyl-3-methylpyridinium tetrafluoroborate
298.15,101.325,0.17 ± 0.017,1-butyl-3-methylpyridinium tetrafluoroborate
303.15,101.325,0.129 ± 0.013,1-butyl-3-methylpyridinium tetrafluoroborate
308.15,101.325,0.097 ± 0.0098,1-butyl-3-methylpyridinium tetrafluoroborate
313.15,101.325,0.0733 ± 0.0074,1-butyl-3-methylpyridinium tetrafluoroborate
318.15,101.325,0.0591 ± 0.0059,1-butyl-3-methylpyridinium tetrafluoroborate
323.15,101.325,0.0466 ± 0.0047,1-butyl-3-methylpyridinium tetrafluoroborate
278.15,101,0.69 ± 0.036,1-ethyl-3-methylimidazolium acetate
288.15,101,0.284 ± 0.013,1-ethyl-3-methylimidazolium acetate
298.15,101,0.139 ± 0.0054,1-ethyl-3-methylimidazolium acetate
308.15,101,0.0773 ± 0.0027,1-ethyl-3-methylimidazolium acetate
318.15,101,0.0474 ± 0.0016,1-ethyl-3-methylimidazolium acetate
328.15,101,0.0313 ± 0.001,1-ethyl-3-methylimidazolium acetate
338.15,101,0.02185 ± 0.00073,1-ethyl-3-methylimidazolium acetate
288.15,101,0.2838 ± 0.0089,1-ethyl-3-methylimidazolium acetate
298.15,101,0.139 ± 0.0031,1-ethyl-3-methylimidazolium acetate
308.15,101,0.0773 ± 0.0013,1-ethyl-3-methylimidazolium acetate
318.15,101,0.04737 ± 0.00073,1-ethyl-3-methylimidazolium acetate
328.15,101,0.03129 ± 0.00048,1-ethyl-3-methylimidazolium acetate
338.15,101,0.02185 ± 0.00033,1-ethyl-3-methylimidazolium acetate
348.15,101,0.01601 ± 0.00024,1-ethyl-3-methylimidazolium acetate
298.15,101,0.65 ± 0.056,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
303.15,101,0.447 ± 0.033,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
313.15,101,0.233 ± 0.012,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
323.15,101,0.1328 ± 0.0044,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
333.15,101,0.0815 ± 0.0015,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
343.15,101,0.05399 ± 0.00056,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
353.15,101,0.03713 ± 0.00046,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
293.13,101.325,0.1815 ± 0.0052,1-ethyl-3-methylpyridinium ethylsulfate
298.18,101.325,0.1337 ± 0.0034,1-ethyl-3-methylpyridinium ethylsulfate
298.2,101.325,0.1338 ± 0.0035,1-ethyl-3-methylpyridinium ethylsulfate
303.13,101.325,0.1021 ± 0.0024,1-ethyl-3-methylpyridinium ethylsulfate
308.16,101.325,0.0792 ± 0.0017,1-ethyl-3-methylpyridinium ethylsulfate
313.14,101.325,0.0627 ± 0.0013,1-ethyl-3-methylpyridinium ethylsulfate
318.08,101.325,0.0507 ± 0.001,1-ethyl-3-methylpyridinium ethylsulfate
298.15,101,0.0517 ± 0.0012,1-butyl-3-methylimidazolium thiocyanate
308.15,101,0.0349 ± 0.0013,1-butyl-3-methylimidazolium thiocyanate
318.15,101,0.0242 ± 0.0009,1-butyl-3-methylimidazolium thiocyanate
328.15,101,0.0167 ± 0.0007,1-butyl-3-methylimidazolium thiocyanate
338.15,101,0.0127 ± 0.0005,1-butyl-3-methylimidazolium thiocyanate
338.15,101,0.01273 ± 0.00051,1-butyl-3-methylimidazolium thiocyanate
348.15,101,0.00998 ± 0.00041,1-butyl-3-methylimidazolium thiocyanate
298.15,101,0.0517 ± 0.0012,1-butyl-3-methylimidazolium thiocyanate
308.15,101,0.0349 ± 0.0013,1-butyl-3-methylimidazolium thiocyanate
318.15,101,0.0242 ± 0.0009,1-butyl-3-methylimidazolium thiocyanate
328.15,101,0.0167 ± 0.0007,1-butyl-3-methylimidazolium thiocyanate
338.15,101,0.0127 ± 0.0005,1-butyl-3-methylimidazolium thiocyanate
338.15,101,0.01273 ± 0.00051,1-butyl-3-methylimidazolium thiocyanate
348.15,101,0.00998 ± 0.00041,1-butyl-3-methylimidazolium thiocyanate
293.15,101.325,0.04031 ± 0.00085,1-butyl-3-ethylimidazolium bromide
298.15,101.325,0.03026 ± 0.00064,1-butyl-3-ethylimidazolium bromide
303.15,101.325,0.02104 ± 0.00045,1-butyl-3-ethylimidazolium bromide
308.15,101.325,0.01503 ± 0.00032,1-butyl-3-ethylimidazolium bromide
313.15,101.325,0.01085 ± 0.00023,1-butyl-3-ethylimidazolium bromide
318.15,101.325,0.00814 ± 0.00017,1-butyl-3-ethylimidazolium bromide
323.15,101.325,0.00634 ± 0.00013,1-butyl-3-ethylimidazolium bromide
323.15,101,0.0356 ± 0.002,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
328.15,101,0.03 ± 0.0017,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
333.15,101,0.0257 ± 0.0015,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
338.15,101,0.0221 ± 0.0013,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
343.15,101,0.0192 ± 0.0011,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
348.15,101,0.01681 ± 0.00099,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
353.15,101,0.01563 ± 0.00092,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
278.15,101.325,0.26 ± 0.019,"triethyl((2-methoxyethoxy)methyl)phosphonium 1,2,3-triazolide"
283.15,101.325,0.186 ± 0.013,"triethyl((2-methoxyethoxy)methyl)phosphonium 1,2,3-triazolide"
288.15,101.325,0.137 ± 0.009,"triethyl((2-methoxyethoxy)methyl)phosphonium 1,2,3-triazolide"
293.15,101.325,0.104 ± 0.007,"triethyl((2-methoxyethoxy)methyl)phosphonium 1,2,3-triazolide"
298.15,101.325,0.08 ± 0.005,"triethyl((2-methoxyethoxy)methyl)phosphonium 1,2,3-triazolide"
303.15,101.325,0.064 ± 0.004,"triethyl((2-methoxyethoxy)methyl)phosphonium 1,2,3-triazolide"
308.15,101.325,0.051 ± 0.003,"triethyl((2-methoxyethoxy)methyl)phosphonium 1,2,3-triazolide"
278.15,101.325,0.309 ± 0.023,triethyl((2-methoxyethoxy)methyl)phosphonium 4-nitropyrazolide
283.15,101.325,0.216 ± 0.016,triethyl((2-methoxyethoxy)methyl)phosphonium 4-nitropyrazolide
288.15,101.325,0.156 ± 0.011,triethyl((2-methoxyethoxy)methyl)phosphonium 4-nitropyrazolide
293.15,101.325,0.116 ± 0.008,triethyl((2-methoxyethoxy)methyl)phosphonium 4-nitropyrazolide
298.15,101.325,0.088 ± 0.006,triethyl((2-methoxyethoxy)methyl)phosphonium 4-nitropyrazolide
303.15,101.325,0.069 ± 0.005,triethyl((2-methoxyethoxy)methyl)phosphonium 4-nitropyrazolide
308.15,101.325,0.055 ± 0.004,triethyl((2-methoxyethoxy)methyl)phosphonium 4-nitropyrazolide
278.15,101.325,0.268 ± 0.02,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide"
283.15,101.325,0.193 ± 0.014,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide"
288.15,101.325,0.143 ± 0.01,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide"
293.15,101.325,0.109 ± 0.007,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide"
298.15,101.325,0.085 ± 0.006,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide"
303.15,101.325,0.068 ± 0.005,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide"
308.15,101.325,0.055 ± 0.004,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide"
278.15,101.325,0.284 ± 0.021,butylthiolanium bis(trifluoromethylsulfonyl)imide
283.15,101.325,0.206 ± 0.015,butylthiolanium bis(trifluoromethylsulfonyl)imide
288.15,101.325,0.153 ± 0.011,butylthiolanium bis(trifluoromethylsulfonyl)imide
293.15,101.325,0.117 ± 0.008,butylthiolanium bis(trifluoromethylsulfonyl)imide
298.15,101.325,0.091 ± 0.006,butylthiolanium bis(trifluoromethylsulfonyl)imide
303.15,101.325,0.073 ± 0.005,butylthiolanium bis(trifluoromethylsulfonyl)imide
308.15,101.325,0.059 ± 0.004,butylthiolanium bis(trifluoromethylsulfonyl)imide
303.15,10000,0.147 ± 0.019,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate
303.15,15000,0.158 ± 0.021,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate
303.15,25000,0.182 ± 0.019,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate
303.15,50000,0.249 ± 0.026,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate
303.15,75000,0.341 ± 0.036,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate
313.15,50000,0.148 ± 0.016,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate
313.15,75000,0.202 ± 0.022,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate
303.15,101,0.0632 ± 0.0041,1-butyl-3-methylimidazolium trifluoromethanesulfonate
308.15,101,0.0517 ± 0.0036,1-butyl-3-methylimidazolium trifluoromethanesulfonate
313.15,101,0.0425 ± 0.0028,1-butyl-3-methylimidazolium trifluoromethanesulfonate
318.15,101,0.0352 ± 0.0023,1-butyl-3-methylimidazolium trifluoromethanesulfonate
323.15,101,0.0296 ± 0.002,1-butyl-3-methylimidazolium trifluoromethanesulfonate
333.15,101,0.0216 ± 0.0015,1-butyl-3-methylimidazolium trifluoromethanesulfonate
343.15,101,0.0164 ± 0.0011,1-butyl-3-methylimidazolium trifluoromethanesulfonate
293.15,101,0.55 ± 0.024,1-butyl-3-methylimidazolium acetate
303.15,101,0.2574 ± 0.0098,1-butyl-3-methylimidazolium acetate
313.15,101,0.1355 ± 0.0047,1-butyl-3-methylimidazolium acetate
323.15,101,0.0784 ± 0.0026,1-butyl-3-methylimidazolium acetate
333.15,101,0.049 ± 0.0016,1-butyl-3-methylimidazolium acetate
343.15,101,0.0325 ± 0.001,1-butyl-3-methylimidazolium acetate
353.15,101,0.0227 ± 0.0007,1-butyl-3-methylimidazolium acetate
298.15,101.325,0.258 ± 0.026,4-(2-methoxyethyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
303.15,101.325,0.211 ± 0.022,4-(2-methoxyethyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
313.15,101.325,0.127 ± 0.013,4-(2-methoxyethyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
323.15,101.325,0.078 ± 0.0079,4-(2-methoxyethyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
333.15,101.325,0.0519 ± 0.0052,4-(2-methoxyethyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
343.15,101.325,0.0375 ± 0.0038,4-(2-methoxyethyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
353.15,101.325,0.0276 ± 0.0028,4-(2-methoxyethyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
298.15,101.325,0.0699 ± 0.007,1-(2-methoxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide
303.15,101.325,0.0558 ± 0.0056,1-(2-methoxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide
313.15,101.325,0.0357 ± 0.0036,1-(2-methoxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide
323.15,101.325,0.026 ± 0.0026,1-(2-methoxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide
333.15,101.325,0.0198 ± 0.002,1-(2-methoxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide
343.15,101.325,0.0156 ± 0.0016,1-(2-methoxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide
353.15,101.325,0.0138 ± 0.0014,1-(2-methoxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide
298.15,101.325,0.0522 ± 0.0053,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide
303.15,101.325,0.0465 ± 0.0047,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide
313.15,101.325,0.0345 ± 0.0035,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide
323.15,101.325,0.0258 ± 0.0026,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide
333.15,101.325,0.0201 ± 0.002,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide
343.15,101.325,0.0168 ± 0.0017,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide
353.15,101.325,0.0135 ± 0.0014,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide
298.15,101.325,0.0594 ± 0.006,"N-ethyl-N,N-dimethyl-2- methoxyethylammonium bis(trifluoromethylsulfonyl)imide"
303.15,101.325,0.0504 ± 0.0051,"N-ethyl-N,N-dimethyl-2- methoxyethylammonium bis(trifluoromethylsulfonyl)imide"
313.15,101.325,0.0306 ± 0.0031,"N-ethyl-N,N-dimethyl-2- methoxyethylammonium bis(trifluoromethylsulfonyl)imide"
323.15,101.325,0.0231 ± 0.0023,"N-ethyl-N,N-dimethyl-2- methoxyethylammonium bis(trifluoromethylsulfonyl)imide"
333.15,101.325,0.0183 ± 0.0018,"N-ethyl-N,N-dimethyl-2- methoxyethylammonium bis(trifluoromethylsulfonyl)imide"
343.15,101.325,0.015 ± 0.0015,"N-ethyl-N,N-dimethyl-2- methoxyethylammonium bis(trifluoromethylsulfonyl)imide"
353.15,101.325,0.0132 ± 0.0013,"N-ethyl-N,N-dimethyl-2- methoxyethylammonium bis(trifluoromethylsulfonyl)imide"
298.15,101.325,0.0588 ± 0.0059,"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
303.15,101.325,0.0534 ± 0.0054,"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
313.15,101.325,0.0384 ± 0.0039,"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
323.15,101.325,0.0285 ± 0.0029,"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
333.15,101.325,0.0213 ± 0.0021,"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
343.15,101.325,0.0171 ± 0.0017,"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
353.15,101.325,0.0141 ± 0.0014,"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
303.1,101.325,1.147 ± 0.16,"N(1)-(2-ethoxyethyl)-N(3)-(2-(2-methoxyethoxy)ethyl)-N(1),N(1),N(3),N(3)-tetramethylpropane-1,3-diaminium bis((trifluoromethyl)sulfonyl)amide"
308.1,101.325,0.8 ± 0.13,"N(1)-(2-ethoxyethyl)-N(3)-(2-(2-methoxyethoxy)ethyl)-N(1),N(1),N(3),N(3)-tetramethylpropane-1,3-diaminium bis((trifluoromethyl)sulfonyl)amide"
313.1,101.325,0.581 ± 0.085,"N(1)-(2-ethoxyethyl)-N(3)-(2-(2-methoxyethoxy)ethyl)-N(1),N(1),N(3),N(3)-tetramethylpropane-1,3-diaminium bis((trifluoromethyl)sulfonyl)amide"
318.1,101.325,0.426 ± 0.058,"N(1)-(2-ethoxyethyl)-N(3)-(2-(2-methoxyethoxy)ethyl)-N(1),N(1),N(3),N(3)-tetramethylpropane-1,3-diaminium bis((trifluoromethyl)sulfonyl)amide"
323.1,101.325,0.323 ± 0.04,"N(1)-(2-ethoxyethyl)-N(3)-(2-(2-methoxyethoxy)ethyl)-N(1),N(1),N(3),N(3)-tetramethylpropane-1,3-diaminium bis((trifluoromethyl)sulfonyl)amide"
328.1,101.325,0.247 ± 0.03,"N(1)-(2-ethoxyethyl)-N(3)-(2-(2-methoxyethoxy)ethyl)-N(1),N(1),N(3),N(3)-tetramethylpropane-1,3-diaminium bis((trifluoromethyl)sulfonyl)amide"
333.1,101.325,0.189 ± 0.025,"N(1)-(2-ethoxyethyl)-N(3)-(2-(2-methoxyethoxy)ethyl)-N(1),N(1),N(3),N(3)-tetramethylpropane-1,3-diaminium bis((trifluoromethyl)sulfonyl)amide"
303.1,101.325,1.345 ± 0.2,"N(1)-allyl-N(3)-(2-ethoxyethyl)-N(1),N(1),N(3),N(3)-tetramethylpropane-1,3-diaminium bis((trifluoromethyl)sulfonyl)amide"
308.1,101.325,0.93 ± 0.15,"N(1)-allyl-N(3)-(2-ethoxyethyl)-N(1),N(1),N(3),N(3)-tetramethylpropane-1,3-diaminium bis((trifluoromethyl)sulfonyl)amide"
313.1,101.325,0.66 ± 0.1,"N(1)-allyl-N(3)-(2-ethoxyethyl)-N(1),N(1),N(3),N(3)-tetramethylpropane-1,3-diaminium bis((trifluoromethyl)sulfonyl)amide"
318.1,101.325,0.483 ± 0.066,"N(1)-allyl-N(3)-(2-ethoxyethyl)-N(1),N(1),N(3),N(3)-tetramethylpropane-1,3-diaminium bis((trifluoromethyl)sulfonyl)amide"
323.1,101.325,0.367 ± 0.045,"N(1)-allyl-N(3)-(2-ethoxyethyl)-N(1),N(1),N(3),N(3)-tetramethylpropane-1,3-diaminium bis((trifluoromethyl)sulfonyl)amide"
328.1,101.325,0.286 ± 0.033,"N(1)-allyl-N(3)-(2-ethoxyethyl)-N(1),N(1),N(3),N(3)-tetramethylpropane-1,3-diaminium bis((trifluoromethyl)sulfonyl)amide"
333.1,101.325,0.226 ± 0.027,"N(1)-allyl-N(3)-(2-ethoxyethyl)-N(1),N(1),N(3),N(3)-tetramethylpropane-1,3-diaminium bis((trifluoromethyl)sulfonyl)amide"
303.1,101.325,6.4 ± 1.2,"N-(2-(2-(dimethyl(3-phenylpropyl)ammonio)ethoxy)ethyl)-N,N-dimethylpentan-1-aminium bis((trifluoromethyl)sulfonyl)amide"
308.1,101.325,3.897 ± 0.87,"N-(2-(2-(dimethyl(3-phenylpropyl)ammonio)ethoxy)ethyl)-N,N-dimethylpentan-1-aminium bis((trifluoromethyl)sulfonyl)amide"
313.1,101.325,2.476 ± 0.5,"N-(2-(2-(dimethyl(3-phenylpropyl)ammonio)ethoxy)ethyl)-N,N-dimethylpentan-1-aminium bis((trifluoromethyl)sulfonyl)amide"
318.1,101.325,1.639 ± 0.3,"N-(2-(2-(dimethyl(3-phenylpropyl)ammonio)ethoxy)ethyl)-N,N-dimethylpentan-1-aminium bis((trifluoromethyl)sulfonyl)amide"
323.1,101.325,1.111 ± 0.19,"N-(2-(2-(dimethyl(3-phenylpropyl)ammonio)ethoxy)ethyl)-N,N-dimethylpentan-1-aminium bis((trifluoromethyl)sulfonyl)amide"
328.1,101.325,0.77 ± 0.12,"N-(2-(2-(dimethyl(3-phenylpropyl)ammonio)ethoxy)ethyl)-N,N-dimethylpentan-1-aminium bis((trifluoromethyl)sulfonyl)amide"
333.1,101.325,0.556 ± 0.094,"N-(2-(2-(dimethyl(3-phenylpropyl)ammonio)ethoxy)ethyl)-N,N-dimethylpentan-1-aminium bis((trifluoromethyl)sulfonyl)amide"
303.1,101.325,4.949 ± 0.87,"N(1)-(2-ethoxyethyl)-N(1),N(1),N(3),N(3)-tetramethyl-N(3)-pentylpropane-1,3-diaminium bis((trifluoromethyl)sulfonyl)amide"
308.1,101.325,3.143 ± 0.64,"N(1)-(2-ethoxyethyl)-N(1),N(1),N(3),N(3)-tetramethyl-N(3)-pentylpropane-1,3-diaminium bis((trifluoromethyl)sulfonyl)amide"
313.1,101.325,2.104 ± 0.39,"N(1)-(2-ethoxyethyl)-N(1),N(1),N(3),N(3)-tetramethyl-N(3)-pentylpropane-1,3-diaminium bis((trifluoromethyl)sulfonyl)amide"
318.1,101.325,1.432 ± 0.25,"N(1)-(2-ethoxyethyl)-N(1),N(1),N(3),N(3)-tetramethyl-N(3)-pentylpropane-1,3-diaminium bis((trifluoromethyl)sulfonyl)amide"
