"Temperature, K","Pressure, kPa","Viscosity, Pas",salt_name
283.09,101.325,0.976 ± 0.067,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
283.09,101.325,0.977 ± 0.067,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
283.1,101.325,0.99 ± 0.068,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
283.1,101.325,0.991 ± 0.069,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
283.1,101.325,0.993 ± 0.069,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
288.13,101.325,0.693 ± 0.045,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
288.13,101.325,0.694 ± 0.045,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
288.13,101.325,0.698 ± 0.045,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
288.13,101.325,0.699 ± 0.045,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
293.07,101.325,0.503 ± 0.03,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
293.07,101.325,0.503 ± 0.03,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
293.07,101.325,0.505 ± 0.03,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
293.07,101.325,0.505 ± 0.03,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
293.07,101.325,0.506 ± 0.031,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
298.15,101.325,0.336 ± 0.019,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
298.15,101.325,0.337 ± 0.019,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
303.15,101.325,0.256 ± 0.013,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
303.15,101.325,0.256 ± 0.013,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
303.15,101.325,0.256 ± 0.013,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
303.15,101.325,0.256 ± 0.013,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
303.15,101.325,0.256 ± 0.013,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
303.15,101.325,0.257 ± 0.013,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
308.15,101.325,0.195 ± 0.0095,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
308.15,101.325,0.195 ± 0.0095,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
308.15,101.325,0.195 ± 0.0095,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
308.15,101.325,0.1953 ± 0.0095,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
308.15,101.325,0.1956 ± 0.0095,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
308.15,101.325,0.196 ± 0.0095,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
308.15,101.325,0.1962 ± 0.0095,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
308.15,101.325,0.1962 ± 0.0095,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
308.15,101.325,0.1964 ± 0.0095,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
313.15,101.325,0.1503 ± 0.0069,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
313.15,101.325,0.1506 ± 0.007,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
313.15,101.325,0.1506 ± 0.007,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
313.15,101.325,0.1509 ± 0.007,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
313.15,101.325,0.151 ± 0.007,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
313.15,101.325,0.1512 ± 0.007,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
313.15,101.325,0.1512 ± 0.007,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
313.15,101.325,0.1514 ± 0.007,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
313.15,101.325,0.1516 ± 0.007,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
313.15,101.325,0.1518 ± 0.007,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
318.15,101.325,0.1176 ± 0.0052,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
318.15,101.325,0.1176 ± 0.0052,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
318.15,101.325,0.1179 ± 0.0052,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
318.15,101.325,0.1182 ± 0.0052,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
318.15,101.325,0.1186 ± 0.0052,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
318.15,101.325,0.1188 ± 0.0052,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
318.15,101.325,0.1188 ± 0.0052,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
318.15,101.325,0.1189 ± 0.0052,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
318.15,101.325,0.1191 ± 0.0053,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
318.15,101.325,0.1192 ± 0.0053,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
323.15,101.325,0.0945 ± 0.004,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
323.15,101.325,0.0948 ± 0.004,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
323.15,101.325,0.0951 ± 0.004,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
323.15,101.325,0.0952 ± 0.0041,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
323.15,101.325,0.0954 ± 0.0041,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
323.15,101.325,0.096 ± 0.0041,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
323.15,101.325,0.0962 ± 0.0041,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
323.15,101.325,0.0964 ± 0.0041,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
323.15,101.325,0.0965 ± 0.0041,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
323.15,101.325,0.0966 ± 0.0041,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
323.15,101.325,0.0967 ± 0.0041,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
323.15,101.325,0.0968 ± 0.0041,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
323.15,101.325,0.0972 ± 0.0041,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
323.15,101.325,0.0974 ± 0.0042,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
323.15,101.325,0.0978 ± 0.0042,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
328.15,101.325,0.0786 ± 0.0033,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
328.15,101.325,0.0786 ± 0.0033,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
328.15,101.325,0.0787 ± 0.0033,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
328.15,101.325,0.0787 ± 0.0033,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
328.15,101.325,0.0788 ± 0.0033,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
328.15,101.325,0.0789 ± 0.0033,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
328.15,101.325,0.0789 ± 0.0033,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
328.15,101.325,0.0794 ± 0.0033,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
328.15,101.325,0.0796 ± 0.0033,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
328.15,101.325,0.0798 ± 0.0033,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
328.15,101.325,0.0801 ± 0.0033,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
328.15,101.325,0.0804 ± 0.0034,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
328.15,101.325,0.081 ± 0.0034,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
328.15,101.325,0.0816 ± 0.0034,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
333.15,101.325,0.0639 ± 0.0026,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
333.15,101.325,0.0642 ± 0.0026,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
333.15,101.325,0.0643 ± 0.0026,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
333.15,101.325,0.0645 ± 0.0026,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
333.15,101.325,0.0645 ± 0.0026,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
333.15,101.325,0.0646 ± 0.0027,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
333.15,101.325,0.0646 ± 0.0027,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
333.15,101.325,0.0646 ± 0.0027,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
333.15,101.325,0.0648 ± 0.0027,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
333.15,101.325,0.065 ± 0.0027,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
333.15,101.325,0.0651 ± 0.0027,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
333.15,101.325,0.0652 ± 0.0027,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
333.15,101.325,0.0654 ± 0.0027,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
333.15,101.325,0.0654 ± 0.0027,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
333.15,101.325,0.0657 ± 0.0027,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
333.15,101.325,0.0684 ± 0.0028,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
333.15,101.325,0.069 ± 0.0028,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
338.15,101.325,0.0529 ± 0.0022,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
338.15,101.325,0.053 ± 0.0022,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
338.15,101.325,0.0533 ± 0.0022,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
338.15,101.325,0.0534 ± 0.0022,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
338.15,101.325,0.0535 ± 0.0022,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
338.15,101.325,0.0538 ± 0.0022,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
338.15,101.325,0.054 ± 0.0022,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
338.15,101.325,0.0543 ± 0.0022,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
338.15,101.325,0.0544 ± 0.0022,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
338.15,101.325,0.0549 ± 0.0023,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
338.15,101.325,0.057 ± 0.0023,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
338.15,101.325,0.0576 ± 0.0024,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
338.15,101.325,0.0582 ± 0.0024,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
343.15,101.325,0.0438 ± 0.0018,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
343.15,101.325,0.0439 ± 0.0018,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
343.15,101.325,0.0441 ± 0.0018,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
343.15,101.325,0.0441 ± 0.0018,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
343.15,101.325,0.0442 ± 0.0018,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
343.15,101.325,0.0442 ± 0.0018,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
343.15,101.325,0.0442 ± 0.0018,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
343.15,101.325,0.0443 ± 0.0018,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
343.15,101.325,0.0443 ± 0.0018,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
343.15,101.325,0.045 ± 0.0019,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
343.15,101.325,0.0452 ± 0.0019,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
343.15,101.325,0.0456 ± 0.0019,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
343.15,101.325,0.0459 ± 0.0019,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
348.15,101.325,0.037 ± 0.0015,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
348.15,101.325,0.0371 ± 0.0015,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
348.15,101.325,0.0372 ± 0.0015,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
348.15,101.325,0.0372 ± 0.0015,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
348.15,101.325,0.0373 ± 0.0015,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
348.15,101.325,0.0373 ± 0.0015,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
348.15,101.325,0.0375 ± 0.0015,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
348.15,101.325,0.0376 ± 0.0015,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
348.15,101.325,0.0378 ± 0.0016,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
348.15,101.325,0.0381 ± 0.0016,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
348.15,101.325,0.0384 ± 0.0016,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
353.15,101.325,0.0316 ± 0.0013,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
353.15,101.325,0.0318 ± 0.0013,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
353.15,101.325,0.0318 ± 0.0013,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
353.15,101.325,0.0319 ± 0.0013,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
353.15,101.325,0.032 ± 0.0013,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
353.15,101.325,0.032 ± 0.0013,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
353.15,101.325,0.032 ± 0.0013,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
353.15,101.325,0.0321 ± 0.0013,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
353.15,101.325,0.0321 ± 0.0013,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
353.15,101.325,0.0322 ± 0.0013,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
353.15,101.325,0.0323 ± 0.0013,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
353.15,101.325,0.0324 ± 0.0013,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
358.15,101.325,0.0279 ± 0.0011,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
358.15,101.325,0.028 ± 0.0011,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
358.15,101.325,0.028 ± 0.0011,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
358.15,101.325,0.0281 ± 0.0011,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
358.17,101.325,0.028 ± 0.0011,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
358.17,101.325,0.0281 ± 0.0011,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
358.17,101.325,0.0282 ± 0.0011,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
363.17,101.325,0.0244 ± 0.001,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
363.17,101.325,0.0245 ± 0.001,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
363.18,101.325,0.0245 ± 0.001,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
363.18,101.325,0.0246 ± 0.001,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
363.2,101.325,0.0245 ± 0.001,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
363.2,101.325,0.0246 ± 0.001,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
273.15,100,2.289 ± 0.057,1-methyl-3-octylimidazolium tetrafluoroborate
273.15,100,2.291 ± 0.057,1-methyl-3-octylimidazolium tetrafluoroborate
278.15,100,1.477 ± 0.037,1-methyl-3-octylimidazolium tetrafluoroborate
278.15,100,1.478 ± 0.037,1-methyl-3-octylimidazolium tetrafluoroborate
283.15,100,0.982 ± 0.025,1-methyl-3-octylimidazolium tetrafluoroborate
283.15,100,0.982 ± 0.025,1-methyl-3-octylimidazolium tetrafluoroborate
288.15,100,0.673 ± 0.017,1-methyl-3-octylimidazolium tetrafluoroborate
288.15,100,0.673 ± 0.017,1-methyl-3-octylimidazolium tetrafluoroborate
293.15,100,0.473 ± 0.012,1-methyl-3-octylimidazolium tetrafluoroborate
293.15,100,0.473 ± 0.012,1-methyl-3-octylimidazolium tetrafluoroborate
298.15,100,0.341 ± 0.009,1-methyl-3-octylimidazolium tetrafluoroborate
298.15,11200,0.393 ± 0.01,1-methyl-3-octylimidazolium tetrafluoroborate
298.15,26200,0.476 ± 0.012,1-methyl-3-octylimidazolium tetrafluoroborate
298.15,50500,0.638 ± 0.016,1-methyl-3-octylimidazolium tetrafluoroborate
298.15,51500,0.646 ± 0.016,1-methyl-3-octylimidazolium tetrafluoroborate
298.15,60800,0.72 ± 0.018,1-methyl-3-octylimidazolium tetrafluoroborate
298.15,80200,0.902 ± 0.023,1-methyl-3-octylimidazolium tetrafluoroborate
298.15,100200,1.13 ± 0.028,1-methyl-3-octylimidazolium tetrafluoroborate
298.15,116700,1.359 ± 0.034,1-methyl-3-octylimidazolium tetrafluoroborate
298.15,117500,1.371 ± 0.034,1-methyl-3-octylimidazolium tetrafluoroborate
303.15,100,0.251 ± 0.007,1-methyl-3-octylimidazolium tetrafluoroborate
303.15,100,0.251 ± 0.007,1-methyl-3-octylimidazolium tetrafluoroborate
308.15,100,0.1882 ± 0.0051,1-methyl-3-octylimidazolium tetrafluoroborate
308.15,100,0.1883 ± 0.0051,1-methyl-3-octylimidazolium tetrafluoroborate
308.15,100,0.1884 ± 0.0051,1-methyl-3-octylimidazolium tetrafluoroborate
308.15,100,0.1885 ± 0.0051,1-methyl-3-octylimidazolium tetrafluoroborate
308.15,100,0.1887 ± 0.0051,1-methyl-3-octylimidazolium tetrafluoroborate
308.15,800,0.1901 ± 0.0052,1-methyl-3-octylimidazolium tetrafluoroborate
308.15,2900,0.1949 ± 0.0053,1-methyl-3-octylimidazolium tetrafluoroborate
308.15,5600,0.2043 ± 0.0055,1-methyl-3-octylimidazolium tetrafluoroborate
308.15,10900,0.2142 ± 0.0057,1-methyl-3-octylimidazolium tetrafluoroborate
308.15,26000,0.2551 ± 0.0067,1-methyl-3-octylimidazolium tetrafluoroborate
308.15,50700,0.3371 ± 0.0087,1-methyl-3-octylimidazolium tetrafluoroborate
308.15,76200,0.444 ± 0.011,1-methyl-3-octylimidazolium tetrafluoroborate
308.15,100300,0.571 ± 0.014,1-methyl-3-octylimidazolium tetrafluoroborate
308.15,124400,0.732 ± 0.018,1-methyl-3-octylimidazolium tetrafluoroborate
308.15,150200,0.946 ± 0.024,1-methyl-3-octylimidazolium tetrafluoroborate
308.15,200100,1.527 ± 0.038,1-methyl-3-octylimidazolium tetrafluoroborate
313.15,100,0.1441 ± 0.0041,1-methyl-3-octylimidazolium tetrafluoroborate
323.15,100,0.0887 ± 0.003,1-methyl-3-octylimidazolium tetrafluoroborate
323.15,100,0.0887 ± 0.003,1-methyl-3-octylimidazolium tetrafluoroborate
323.15,100,0.0888 ± 0.003,1-methyl-3-octylimidazolium tetrafluoroborate
323.15,700,0.0892 ± 0.003,1-methyl-3-octylimidazolium tetrafluoroborate
323.15,4900,0.0935 ± 0.0031,1-methyl-3-octylimidazolium tetrafluoroborate
323.15,10500,0.0993 ± 0.0032,1-methyl-3-octylimidazolium tetrafluoroborate
323.15,25800,0.1182 ± 0.0036,1-methyl-3-octylimidazolium tetrafluoroborate
323.15,50800,0.1501 ± 0.0043,1-methyl-3-octylimidazolium tetrafluoroborate
323.15,75700,0.1912 ± 0.0052,1-methyl-3-octylimidazolium tetrafluoroborate
323.15,100600,0.2418 ± 0.0064,1-methyl-3-octylimidazolium tetrafluoroborate
323.15,125500,0.3031 ± 0.0078,1-methyl-3-octylimidazolium tetrafluoroborate
323.15,149900,0.3765 ± 0.0096,1-methyl-3-octylimidazolium tetrafluoroborate
323.15,175500,0.47 ± 0.012,1-methyl-3-octylimidazolium tetrafluoroborate
323.15,199800,0.577 ± 0.015,1-methyl-3-octylimidazolium tetrafluoroborate
333.15,100,0.0578 ± 0.0025,1-methyl-3-octylimidazolium tetrafluoroborate
333.15,100,0.0578 ± 0.0025,1-methyl-3-octylimidazolium tetrafluoroborate
333.15,10800,0.0644 ± 0.0026,1-methyl-3-octylimidazolium tetrafluoroborate
333.15,25700,0.0746 ± 0.0027,1-methyl-3-octylimidazolium tetrafluoroborate
333.15,50300,0.0943 ± 0.0031,1-methyl-3-octylimidazolium tetrafluoroborate
333.15,75600,0.1187 ± 0.0036,1-methyl-3-octylimidazolium tetrafluoroborate
333.15,100500,0.1477 ± 0.0042,1-methyl-3-octylimidazolium tetrafluoroborate
333.15,125300,0.1825 ± 0.005,1-methyl-3-octylimidazolium tetrafluoroborate
333.15,150200,0.2243 ± 0.006,1-methyl-3-octylimidazolium tetrafluoroborate
333.15,175100,0.2744 ± 0.0071,1-methyl-3-octylimidazolium tetrafluoroborate
333.15,200000,0.3341 ± 0.0086,1-methyl-3-octylimidazolium tetrafluoroborate
343.15,100,0.0394 ± 0.0022,1-methyl-3-octylimidazolium tetrafluoroborate
348.15,100,0.0328 ± 0.0022,1-methyl-3-octylimidazolium tetrafluoroborate
348.15,300,0.0327 ± 0.0022,1-methyl-3-octylimidazolium tetrafluoroborate
348.15,1600,0.0332 ± 0.0022,1-methyl-3-octylimidazolium tetrafluoroborate
348.15,3100,0.0337 ± 0.0022,1-methyl-3-octylimidazolium tetrafluoroborate
348.15,5400,0.0344 ± 0.0022,1-methyl-3-octylimidazolium tetrafluoroborate
348.15,10200,0.036 ± 0.0022,1-methyl-3-octylimidazolium tetrafluoroborate
348.15,25600,0.0414 ± 0.0023,1-methyl-3-octylimidazolium tetrafluoroborate
348.15,50300,0.0515 ± 0.0024,1-methyl-3-octylimidazolium tetrafluoroborate
348.15,75600,0.0636 ± 0.0026,1-methyl-3-octylimidazolium tetrafluoroborate
348.15,100500,0.0777 ± 0.0028,1-methyl-3-octylimidazolium tetrafluoroborate
348.15,125400,0.0943 ± 0.0031,1-methyl-3-octylimidazolium tetrafluoroborate
348.15,150400,0.1143 ± 0.0035,1-methyl-3-octylimidazolium tetrafluoroborate
348.15,175300,0.1368 ± 0.004,1-methyl-3-octylimidazolium tetrafluoroborate
348.15,200200,0.1636 ± 0.0046,1-methyl-3-octylimidazolium tetrafluoroborate
348.15,224200,0.1937 ± 0.0052,1-methyl-3-octylimidazolium tetrafluoroborate
353.15,100,0.0281 ± 0.0021,1-methyl-3-octylimidazolium tetrafluoroborate
273.15,100,1.717 ± 0.82,1-butyl-3-methylimidazolium hexafluorophosphate
278.15,100,1.119 ± 0.47,1-butyl-3-methylimidazolium hexafluorophosphate
283.15,100,0.76 ± 0.28,1-butyl-3-methylimidazolium hexafluorophosphate
288.15,100,0.52 ± 0.17,1-butyl-3-methylimidazolium hexafluorophosphate
293.15,100,0.37 ± 0.1,1-butyl-3-methylimidazolium hexafluorophosphate
298.15,100,0.271 ± 0.062,1-butyl-3-methylimidazolium hexafluorophosphate
298.15,100,0.273 ± 0.063,1-butyl-3-methylimidazolium hexafluorophosphate
298.15,12100,0.329 ± 0.084,1-butyl-3-methylimidazolium hexafluorophosphate
298.15,24700,0.39 ± 0.11,1-butyl-3-methylimidazolium hexafluorophosphate
298.15,25700,0.39 ± 0.11,1-butyl-3-methylimidazolium hexafluorophosphate
298.15,50600,0.55 ± 0.18,1-butyl-3-methylimidazolium hexafluorophosphate
298.15,75800,0.76 ± 0.28,1-butyl-3-methylimidazolium hexafluorophosphate
298.15,100300,1.047 ± 0.43,1-butyl-3-methylimidazolium hexafluorophosphate
298.15,125100,1.432 ± 0.65,1-butyl-3-methylimidazolium hexafluorophosphate
298.15,125600,1.461 ± 0.67,1-butyl-3-methylimidazolium hexafluorophosphate
298.15,150300,1.995 ± 0.99,1-butyl-3-methylimidazolium hexafluorophosphate
298.15,174100,2.7 ± 1.4,1-butyl-3-methylimidazolium hexafluorophosphate
303.15,100,0.202 ± 0.038,1-butyl-3-methylimidazolium hexafluorophosphate
