,NAME_CAT,SMILE_cation,NAME_ANI,SMILE_anion,T,P,Viscosity,Reference
331,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,283.15,101.325,0.266,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
332,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,288.15,101.325,0.1931,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
333,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,293.15,101.325,0.1435,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
334,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,298.15,101.325,0.109,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
335,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,303.15,101.325,0.08453,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
336,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,308.15,101.325,0.06672,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
337,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,313.15,101.325,0.05354,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
338,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,318.15,101.325,0.04362,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
339,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,323.15,101.325,0.03601,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
340,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,328.15,101.325,0.03011,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
341,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,333.15,101.325,0.02546,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
342,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,338.15,101.325,0.02174,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
343,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,343.15,101.325,0.01875,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
344,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,348.15,101.325,0.01632,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
345,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,353.15,101.325,0.0143,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
346,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,358.15,101.325,0.01263,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
347,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,363.15,101.325,0.01123,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
348,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,278.15,101.325,0.0952,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
349,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,283.15,101.325,0.07394,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
350,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,288.15,101.325,0.05865,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
351,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,293.15,101.325,0.04734,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
352,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,298.15,101.325,0.03884,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
353,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,303.15,101.325,0.03231,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
354,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,308.15,101.325,0.02722,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
355,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,313.15,101.325,0.02319,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
356,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,318.15,101.325,0.01997,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
357,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,323.15,101.325,0.01735,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
358,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,328.15,101.325,0.01521,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
359,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,333.15,101.325,0.01342,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
360,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,338.15,101.325,0.01194,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
361,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,343.15,101.325,0.010682,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
362,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,348.15,101.325,0.009611,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
363,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,353.15,101.325,0.008695,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
364,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,358.15,101.325,0.007908,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
365,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,363.15,101.325,0.007225,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
366,"1,2-dimethyl-3-propylimidazolium ",CCCN1C=C[N+](=C1C)C,tetrafluoroborate,[B-](F)(F)(F)F,298.15,101,0.377,"Ge, M.-L.; Ren, Z.-G.; Song Y.-J.; Wang, L. -S. (2009) J. Chem. Eng. Data 54(4), 1400-1402."
367,"1,2-dimethyl-3-propylimidazolium ",CCCN1C=C[N+](=C1C)C,tetrafluoroborate,[B-](F)(F)(F)F,303.15,101,0.272,"Ge, M.-L.; Ren, Z.-G.; Song Y.-J.; Wang, L. -S. (2009) J. Chem. Eng. Data 54(4), 1400-1402."
368,"1,2-dimethyl-3-propylimidazolium ",CCCN1C=C[N+](=C1C)C,tetrafluoroborate,[B-](F)(F)(F)F,308.15,101,0.202,"Ge, M.-L.; Ren, Z.-G.; Song Y.-J.; Wang, L. -S. (2009) J. Chem. Eng. Data 54(4), 1400-1402."
369,"1,2-dimethyl-3-propylimidazolium ",CCCN1C=C[N+](=C1C)C,tetrafluoroborate,[B-](F)(F)(F)F,313.15,101,0.152,"Ge, M.-L.; Ren, Z.-G.; Song Y.-J.; Wang, L. -S. (2009) J. Chem. Eng. Data 54(4), 1400-1402."
370,"1,2-dimethyl-3-propylimidazolium ",CCCN1C=C[N+](=C1C)C,tetrafluoroborate,[B-](F)(F)(F)F,318.15,101,0.1174,"Ge, M.-L.; Ren, Z.-G.; Song Y.-J.; Wang, L. -S. (2009) J. Chem. Eng. Data 54(4), 1400-1402."
371,"1,2-dimethyl-3-propylimidazolium ",CCCN1C=C[N+](=C1C)C,tetrafluoroborate,[B-](F)(F)(F)F,323.15,101,0.0923,"Ge, M.-L.; Ren, Z.-G.; Song Y.-J.; Wang, L. -S. (2009) J. Chem. Eng. Data 54(4), 1400-1402."
372,"1,2-dimethyl-3-propylimidazolium ",CCCN1C=C[N+](=C1C)C,tetrafluoroborate,[B-](F)(F)(F)F,333.15,101,0.0604,"Ge, M.-L.; Ren, Z.-G.; Song Y.-J.; Wang, L. -S. (2009) J. Chem. Eng. Data 54(4), 1400-1402."
373,"1,2-dimethyl-3-propylimidazolium ",CCCN1C=C[N+](=C1C)C,tetrafluoroborate,[B-](F)(F)(F)F,343.15,101,0.0407,"Ge, M.-L.; Ren, Z.-G.; Song Y.-J.; Wang, L. -S. (2009) J. Chem. Eng. Data 54(4), 1400-1402."
374,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],278.15,101.325,0.1683,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
375,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],283.15,101.325,0.1236,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
376,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],288.15,101.325,0.0932,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
377,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],293.15,101.325,0.07184,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
378,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],298.15,101.325,0.05652,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
379,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],303.15,101.325,0.04528,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
380,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],308.15,101.325,0.03688,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
381,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],313.15,101.325,0.03049,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
382,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],318.15,101.325,0.02555,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
383,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],323.15,101.325,0.02166,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
384,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],328.15,101.325,0.01857,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
385,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],333.15,101.325,0.01606,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
386,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],338.15,101.325,0.01403,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
387,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],343.15,101.325,0.01234,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
388,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],348.15,101.325,0.01095,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
389,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],353.15,101.325,0.00977,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
390,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],358.15,101.325,0.00878,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
391,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],363.15,101.325,0.00793,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
392,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],278.15,101.325,0.05457,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
393,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],283.15,101.325,0.04351,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
394,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],288.15,101.325,0.03536,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
395,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],293.15,101.325,0.02921,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
396,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],298.15,101.325,0.0245,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
397,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],303.15,101.325,0.02079,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
398,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],308.15,101.325,0.01786,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
399,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],313.15,101.325,0.01549,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
400,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],318.15,101.325,0.01356,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
401,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],323.15,101.325,0.01197,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
402,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],328.15,101.325,0.01064,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
403,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],333.15,101.325,0.00953,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
404,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],338.15,101.325,0.00858,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
405,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],343.15,101.325,0.007773,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
406,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],348.15,101.325,0.007076,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
407,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],353.15,101.325,0.006472,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
408,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],358.15,101.325,0.005945,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
409,1-ethyl-3-methylimidazolium,CCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],363.15,101.325,0.005485,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283."
