name,smiles,steiger,Marsili Partial Charges,BalabanJ,BertzCT,Ipc,HallKierAlpha,Kappa1,Kappa2,Kappa3,Chi0,Chi1,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,MolLogP,MolMR,MolWt,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,RingCount,TPSA,LabuteASA,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,Topliss fragments
benzoate,c1ccc(cc1)C(=O)[O-],777.0,777.0,2.9814546140411315,203.415952604261,129.22533870330605,-1.31,5.8200390117035115,2.306763635550358,1.2877050319358112,6.690234444311991,4.304530452640311,4.703247926875855,2.5689318929868232,1.6534828823497043,1.0094913287441554,0.5742356160406284,4.703247926875855,2.5689318929868232,1.6534828823497043,1.0094913287441554,0.5742356160406284,0.050099999999999915,30.7725,121.11499999999997,9.0,116.07499999999996,0.0,2.0,2.0,0.0,2.0,1.0,46.0,1.0,40.13,52.75210108613336,9.901064578912528,0.0,0.0,0.0,0.0,30.33183534230805,5.563451491696997,0.0,5.9693052879518484,0.0,0.0,0.0,0.0,0.0,9.901064578912528,0.0,0.0,0.0,0.0,0.0,35.89528683400505,0.0,0.0,5.9693052879518484,5.106527394840706,5.9693052879518484,0.0,0.0,10.35798867576882,30.33183534230805,0.0,0.0,0.0,0.0,0.0,0.0,5.9693052879518484,5.563451491696997,0.0,0.0,12.13273413692322,18.199101205384828,0.0,0.0,0.0,9.901064578912528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.333333333333336,0.0,777.0
lactate,CC(C(=O)[O-])O,777.0,777.0,3.2575861612334887,57.05865002596162,13.609640474436812,-0.5700000000000001,5.43,1.7676338396942162,1.7215451895043727,5.154700538379252,2.6427344100918364,3.34106044561731,1.5324725839954632,0.995009062944404,0.34111151573446186,0.0,3.34106044561731,1.5324725839954632,0.995009062944404,0.34111151573446186,0.0,-1.8829,16.687800000000006,89.07,6.0,84.03,1.0,3.0,3.0,1.0,3.0,1.0,36.0,0.0,60.36,35.219124861058546,15.007591973753236,0.0,0.0,0.0,0.0,0.0,6.923737199690624,0.0,12.073271675700152,0.0,0.0,0.0,0.0,0.0,15.007591973753236,0.0,0.0,0.0,13.027703587438927,0.0,0.0,0.0,0.0,5.9693052879518484,5.106527394840706,17.17979907054086,4.794537184071822,0.0,6.923737199690624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.073271675700152,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,5.106527394840706,9.901064578912528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,777.0
glycolate,C(C(=O)[O-])O,777.0,777.0,2.847378923087672,40.157721881079794,9.65148445440323,-0.5700000000000001,4.43,1.7215451895043727,3.429999999999999,4.284457050376173,2.270055610029662,2.470816957614232,1.0780294470739746,0.5301223509365652,0.12909944487358058,0.0,2.470816957614232,1.0780294470739746,0.5301223509365652,0.12909944487358058,0.0,-2.2714000000000003,12.0928,75.04299999999998,5.0,72.01899999999999,1.0,3.0,3.0,1.0,3.0,1.0,30.0,0.0,60.36,28.854182746661948,15.007591973753236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,0.0,0.0,0.0,0.0,0.0,15.007591973753236,0.0,0.0,0.0,0.0,6.606881964512918,0.0,0.0,0.0,5.9693052879518484,5.106527394840706,17.682714647305477,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.007591973753236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.166666666666664,0.0,777.0
(S)-2-amino-4-carboxybutanoate,C(CC(=O)[O-])[C@@H](C(=O)[O-])[NH3+],777.0,777.0,3.4907296603908127,144.58337707694838,111.0417522239666,-1.1,8.9,3.8375573921028474,3.8485659349463233,8.146264369941973,4.536581260209188,5.3316637746047215,2.7752216870435387,1.9266426213104844,1.0302567583920093,0.4099331166601848,5.3316637746047215,2.7752216870435387,1.9266426213104844,1.0302567583920093,0.4099331166601848,-4.123099999999999,25.9241,146.122,10.0,138.058,3.0,5.0,4.0,1.0,5.0,4.0,58.0,0.0,107.9,57.450421886908245,25.535796634987246,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,12.390126910877859,5.9693052879518484,6.0418408291479615,0.0,0.0,0.0,0.0,25.535796634987246,0.0,0.0,0.0,18.88348407499998,0.0,0.0,0.0,0.0,11.938610575903699,15.946722266843596,17.98045140505166,9.589074368143644,0.0,12.841643245852019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.98045140505166,12.841643245852019,0.0,0.0,0.0,0.0,0.0,5.733667477162185,0.0,19.802129157825057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.66666666666667,0.0,777.0
phosphate,[O-]P(=O)([O-])[O-],777.0,777.0,3.4720664956001186,49.78353986569365,3.6096404744368114,0.11,5.1099999999999985,1.0648297577687835,1512.2422314049595,4.5,2.0,2.0802067573554104,0.7302967433402215,0.4472135954999579,0.0,0.0,2.974633948355326,2.1908902300206647,1.341640786499874,0.0,0.0,-2.8246,7.6065,94.97,5.0,94.97,0.0,4.0,4.0,0.0,5.0,0.0,32.0,0.0,86.25,28.30662084449607,19.245283093188764,0.0,0.0,7.82269712313217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.245283093188764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.82269712313217,14.680234808257424,0.0,4.565048284931329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.82269712313217,7.82269712313217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.245283093188764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.54861111111111,20.256944444444443,0.0,777.0
butyrate,CCCC(=O)[O-],777.0,777.0,2.8312571099313653,49.50977500432693,14.834466856136649,-0.53,5.469999999999999,2.6937136465324376,3.47,4.99156383156272,2.770055610029662,3.730710143300821,1.9689084622436843,1.122008467928146,0.4541241452319314,0.20412414523193148,3.730710143300821,1.9689084622436843,1.122008467928146,0.4541241452319314,0.20412414523193148,-0.4636,19.915,87.09799999999998,6.0,80.04199999999999,0.0,2.0,2.0,0.0,2.0,2.0,36.0,0.0,40.13,36.78983322325915,9.901064578912528,0.0,0.0,0.0,0.0,13.344558822616634,6.4208216229260096,5.9693052879518484,0.0,0.0,0.0,0.0,0.0,0.0,9.901064578912528,0.0,0.0,0.0,19.765380445542647,0.0,0.0,0.0,0.0,5.9693052879518484,5.106527394840706,5.9693052879518484,4.794537184071822,0.0,19.765380445542647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9693052879518484,6.4208216229260096,6.4208216229260096,0.0,0.0,6.923737199690624,0.0,0.0,0.0,9.901064578912528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.666666666666664,0.0,777.0
hydrogensulfate,OS(=O)(=O)[O-],777.0,777.0,4.062942298971397,86.81635834269238,3.6096404744368114,-0.13000000000000006,4.87,0.9251210352643447,800.7694082840233,4.5,2.0,2.0802067573554104,0.6825741858350556,0.4277309429819106,0.0,0.0,2.8967033382831366,2.047722557505166,1.2831928289457315,0.0,0.0,-0.9953999999999998,12.325999999999999,97.07099999999998,5.0,96.063,1.0,4.0,3.0,1.0,5.0,0.0,32.0,0.0,77.42999999999998,29.0061825517276,4.552749873690363,4.552749873690363,8.417796984328938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.399000581649606,0.0,0.0,17.523296731709664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.399000581649606,0.0,17.523296731709664,10.399000581649606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.399000581649606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.523296731709664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.833333333333336,0.0,-4.916666666666666,777.0
tris(pentafluoroethyl)trifluorophosphate,C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,777.0,777.0,7.871070033445138,468.4882895389219,24070.33515949542,-0.8300000000000003,24.169999999999995,4.524485679524775,2.0500942057430693,21.408248290463863,10.087117307087384,10.250574109666044,4.76264649365625,4.4047243757701535,2.820987630074833,1.3406228910775724,11.14500130066596,7.1184723858303425,8.665153865455537,7.177248604510207,4.021868673232712,7.194200000000002,43.24999999999997,445.0039999999999,25.0,445.0039999999999,0.0,0.0,0.0,0.0,19.0,3.0,156.0,0.0,0.0,122.16499181413178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.84307611925676,78.44694261365574,0.0,0.0,0.0,35.519748270239894,0.0,0.0,0.0,0.0,6.8763852353611234,0.0,35.519748270239894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.44694261365574,0.0,6.8763852353611234,42.39613350560101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.44694261365574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.41732253086414,-70.38028549382715,0.0,777.0
bis[(trifluoromethyl)sulfonyl]imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,777.0,777.0,5.284512595565851,384.73280282552736,484.0282471077866,-0.56,14.44,3.4820710327037574,3.2013717107945334,12.707106781186548,6.207106781186547,6.164490176338497,2.573956747828322,1.916149757364012,0.7812358639519638,0.21369778673036371,7.797483338193951,5.454083405429602,5.338520010449137,3.5212179306960683,1.9232800805732733,1.0593,33.3086,280.147,15.0,280.147,0.0,5.0,4.0,0.0,13.0,2.0,92.0,0.0,82.38,79.16881952822177,4.127401124897844,0.0,16.835593968657875,26.34249028604892,0.0,0.0,0.0,0.0,0.0,0.0,20.046582306815168,0.0,0.0,11.01666100252851,43.178084254706796,0.0,0.0,0.0,11.01666100252851,0.0,4.127401124897844,0.0,0.0,20.046582306815168,0.0,27.852254971186387,20.046582306815168,0.0,0.0,0.0,0.0,4.127401124897844,0.0,26.34249028604892,0.0,0.0,31.063243309343683,0.0,0.0,4.127401124897844,0.0,0.0,0.0,0.0,0.0,43.178084254706796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.1825,-12.406111111111114,-13.443055555555553,777.0
bis(trifluoromethylsulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,777.0,777.0,5.284512595565851,384.73280282552736,484.0282471077866,-0.56,14.44,3.4820710327037574,3.2013717107945334,12.707106781186548,6.207106781186547,6.164490176338497,2.573956747828322,1.916149757364012,0.7812358639519638,0.21369778673036371,7.797483338193951,5.454083405429602,5.338520010449137,3.5212179306960687,1.9232800805732733,1.0593,33.3086,280.147,15.0,280.147,0.0,5.0,4.0,0.0,13.0,2.0,92.0,0.0,82.38,79.16881952822177,4.127401124897844,0.0,16.835593968657875,26.34249028604892,0.0,0.0,0.0,0.0,0.0,0.0,20.046582306815168,0.0,0.0,11.01666100252851,43.178084254706796,0.0,0.0,0.0,11.01666100252851,0.0,4.127401124897844,0.0,0.0,20.046582306815168,0.0,27.852254971186387,20.046582306815168,0.0,0.0,0.0,0.0,4.127401124897844,0.0,26.34249028604892,0.0,0.0,31.063243309343683,0.0,0.0,4.127401124897844,0.0,0.0,0.0,0.0,0.0,43.178084254706796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.1825,-12.406111111111114,-13.443055555555553,777.0
bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,777.0,777.0,5.284512595565851,384.73280282552736,484.0282471077866,-0.56,14.44,3.4820710327037574,3.2013717107945334,12.707106781186548,6.207106781186547,6.164490176338497,2.573956747828322,1.916149757364012,0.7812358639519638,0.21369778673036371,7.797483338193951,5.454083405429602,5.338520010449137,3.5212179306960687,1.9232800805732733,1.0593,33.3086,280.147,15.0,280.147,0.0,5.0,4.0,0.0,13.0,2.0,92.0,0.0,82.38,79.16881952822177,4.127401124897844,0.0,16.835593968657875,26.34249028604892,0.0,0.0,0.0,0.0,0.0,0.0,20.046582306815168,0.0,0.0,11.01666100252851,43.178084254706796,0.0,0.0,0.0,11.01666100252851,0.0,4.127401124897844,0.0,0.0,20.046582306815168,0.0,27.852254971186387,20.046582306815168,0.0,0.0,0.0,0.0,4.127401124897844,0.0,26.34249028604892,0.0,0.0,31.063243309343683,0.0,0.0,4.127401124897844,0.0,0.0,0.0,0.0,0.0,43.178084254706796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.1825,-12.406111111111114,-13.443055555555553,777.0
trifluorotris(perfluoroethyl)phosphate(V),C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,777.0,777.0,7.871070033445138,468.4882895389219,24070.33515949542,-0.8300000000000003,24.169999999999995,4.524485679524775,2.0500942057430693,21.408248290463863,10.087117307087384,10.250574109666044,4.76264649365625,4.4047243757701535,2.820987630074833,1.3406228910775724,11.14500130066596,7.1184723858303425,8.665153865455537,7.177248604510207,4.021868673232712,7.194200000000002,43.24999999999997,445.0039999999999,25.0,445.0039999999999,0.0,0.0,0.0,0.0,19.0,3.0,156.0,0.0,0.0,122.16499181413178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.84307611925676,78.44694261365574,0.0,0.0,0.0,35.519748270239894,0.0,0.0,0.0,0.0,6.8763852353611234,0.0,35.519748270239894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.44694261365574,0.0,6.8763852353611234,42.39613350560101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.44694261365574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.41732253086414,-70.38028549382715,0.0,777.0
