"Pressure, kPa","Temperature, K","Thermal conductivity, W/m/K",salt_name
101.325,333.55,0.131,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
101.325,343.59,0.131,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
101.325,353.62,0.131,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
101.325,283.34,0.157,tributylmethylphosphonium methyl sulfate
101.325,293.28,0.156,tributylmethylphosphonium methyl sulfate
101.325,298.36,0.155,tributylmethylphosphonium methyl sulfate
101.325,303.45,0.155,tributylmethylphosphonium methyl sulfate
101.325,313.5,0.153,tributylmethylphosphonium methyl sulfate
101.325,323.6,0.153,tributylmethylphosphonium methyl sulfate
101.325,333.58,0.153,tributylmethylphosphonium methyl sulfate
101.325,343.61,0.153,tributylmethylphosphonium methyl sulfate
101.325,353.51,0.153,tributylmethylphosphonium methyl sulfate
101.325,300,0.13,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
101.325,310,0.13,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
101.325,320,0.129,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
101.325,330,0.129,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
101.325,340,0.128,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
101.325,350,0.128,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
101.325,360,0.127,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
101.325,370,0.127,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
101.325,380,0.126,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
101.325,390,0.126,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
101.325,300,0.199,1-ethyl-3-methylimidazolium tetrafluoroborate
101.325,310,0.197,1-ethyl-3-methylimidazolium tetrafluoroborate
101.325,320,0.196,1-ethyl-3-methylimidazolium tetrafluoroborate
101.325,330,0.195,1-ethyl-3-methylimidazolium tetrafluoroborate
101.325,340,0.194,1-ethyl-3-methylimidazolium tetrafluoroborate
101.325,350,0.193,1-ethyl-3-methylimidazolium tetrafluoroborate
101.325,360,0.191,1-ethyl-3-methylimidazolium tetrafluoroborate
101.325,370,0.19,1-ethyl-3-methylimidazolium tetrafluoroborate
101.325,380,0.189,1-ethyl-3-methylimidazolium tetrafluoroborate
101.325,390,0.188,1-ethyl-3-methylimidazolium tetrafluoroborate
101.325,300,0.186,1-butyl-3-methylimidazolium tetrafluoroborate
101.325,310,0.185,1-butyl-3-methylimidazolium tetrafluoroborate
101.325,320,0.184,1-butyl-3-methylimidazolium tetrafluoroborate
101.325,330,0.184,1-butyl-3-methylimidazolium tetrafluoroborate
101.325,340,0.183,1-butyl-3-methylimidazolium tetrafluoroborate
101.325,350,0.183,1-butyl-3-methylimidazolium tetrafluoroborate
101.325,360,0.182,1-butyl-3-methylimidazolium tetrafluoroborate
101.325,370,0.181,1-butyl-3-methylimidazolium tetrafluoroborate
101.325,380,0.181,1-butyl-3-methylimidazolium tetrafluoroborate
101.325,390,0.18,1-butyl-3-methylimidazolium tetrafluoroborate
