"Heat capacity at constant pressure per unit volume, J/K/m<SUP>3</SUP>","Heat capacity at constant pressure, J/K/mol","Heat capacity at constant pressure<SUP>*</SUP>, J/K/mol","Pressure, kPa","Temperature, K",salt_name
,379,,101,340.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,382,,101,344.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,384,,101,348.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,387,,101,352.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,390,,101,356.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,393,,101,360.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,396,,101,364.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,399,,101,368.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,403,,101,372.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,323.8,,101.325,296.2,1-ethyl-3-methylimidazolium dicyanamide
,325.9,,101.325,300.2,1-ethyl-3-methylimidazolium dicyanamide
,328,,101.325,304.2,1-ethyl-3-methylimidazolium dicyanamide
,330,,101.325,308.2,1-ethyl-3-methylimidazolium dicyanamide
,332.4,,101.325,312.2,1-ethyl-3-methylimidazolium dicyanamide
,334.2,,101.325,316.2,1-ethyl-3-methylimidazolium dicyanamide
,335.8,,101.325,320.2,1-ethyl-3-methylimidazolium dicyanamide
,337.8,,101.325,324.2,1-ethyl-3-methylimidazolium dicyanamide
,340.2,,101.325,328.2,1-ethyl-3-methylimidazolium dicyanamide
,342.9,,101.325,332.2,1-ethyl-3-methylimidazolium dicyanamide
,345.6,,101.325,336.2,1-ethyl-3-methylimidazolium dicyanamide
,348.2,,101.325,340.2,1-ethyl-3-methylimidazolium dicyanamide
,351.2,,101.325,344.2,1-ethyl-3-methylimidazolium dicyanamide
,354.4,,101.325,348.2,1-ethyl-3-methylimidazolium dicyanamide
,357.8,,101.325,352.2,1-ethyl-3-methylimidazolium dicyanamide
,361.1,,101.325,356.2,1-ethyl-3-methylimidazolium dicyanamide
,364.9,,101.325,360.2,1-ethyl-3-methylimidazolium dicyanamide
,368.6,,101.325,364.2,1-ethyl-3-methylimidazolium dicyanamide
,372.5,,101.325,368.2,1-ethyl-3-methylimidazolium dicyanamide
,376.7,,101.325,372.2,1-ethyl-3-methylimidazolium dicyanamide
,357.2,,101.325,296.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,360.2,,101.325,300.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,362.4,,101.325,304.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,363.8,,101.325,308.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,365.8,,101.325,312.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,367.4,,101.325,316.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,368.9,,101.325,320.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,370.3,,101.325,324.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,372.1,,101.325,328.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,374.5,,101.325,332.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,376.9,,101.325,336.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,379.3,,101.325,340.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,381.7,,101.325,344.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,384.3,,101.325,348.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,387.2,,101.325,352.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,390.2,,101.325,356.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,393,,101.325,360.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,396.2,,101.325,364.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,399.2,,101.325,368.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,403.1,,101.325,372.2,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
,383,,101.325,296.2,1-butyl-3-methylimidazolium thiocyanate
,387.7,,101.325,300.2,1-butyl-3-methylimidazolium thiocyanate
,392,,101.325,304.2,1-butyl-3-methylimidazolium thiocyanate
,395.4,,101.325,308.2,1-butyl-3-methylimidazolium thiocyanate
,398.9,,101.325,312.2,1-butyl-3-methylimidazolium thiocyanate
,401.9,,101.325,316.2,1-butyl-3-methylimidazolium thiocyanate
,404.1,,101.325,320.2,1-butyl-3-methylimidazolium thiocyanate
,407,,101.325,324.2,1-butyl-3-methylimidazolium thiocyanate
,410.4,,101.325,328.2,1-butyl-3-methylimidazolium thiocyanate
,414.1,,101.325,332.2,1-butyl-3-methylimidazolium thiocyanate
,417.9,,101.325,336.2,1-butyl-3-methylimidazolium thiocyanate
,421.8,,101.325,340.2,1-butyl-3-methylimidazolium thiocyanate
,425.8,,101.325,344.2,1-butyl-3-methylimidazolium thiocyanate
,429.7,,101.325,348.2,1-butyl-3-methylimidazolium thiocyanate
,433.9,,101.325,352.2,1-butyl-3-methylimidazolium thiocyanate
,437.6,,101.325,356.2,1-butyl-3-methylimidazolium thiocyanate
,442.5,,101.325,360.2,1-butyl-3-methylimidazolium thiocyanate
,447.3,,101.325,364.2,1-butyl-3-methylimidazolium thiocyanate
,452.2,,101.325,368.2,1-butyl-3-methylimidazolium thiocyanate
,457.3,,101.325,372.2,1-butyl-3-methylimidazolium thiocyanate
,340.7,,101.325,296.2,1-ethyl-3-methylimidazolium thiocyanate
,343.7,,101.325,300.2,1-ethyl-3-methylimidazolium thiocyanate
,346.6,,101.325,304.2,1-ethyl-3-methylimidazolium thiocyanate
,349.3,,101.325,308.2,1-ethyl-3-methylimidazolium thiocyanate
,352.4,,101.325,312.2,1-ethyl-3-methylimidazolium thiocyanate
,354.9,,101.325,316.2,1-ethyl-3-methylimidazolium thiocyanate
,357.1,,101.325,320.2,1-ethyl-3-methylimidazolium thiocyanate
,359.3,,101.325,324.2,1-ethyl-3-methylimidazolium thiocyanate
,362,,101.325,328.2,1-ethyl-3-methylimidazolium thiocyanate
,365.1,,101.325,332.2,1-ethyl-3-methylimidazolium thiocyanate
,368.5,,101.325,336.2,1-ethyl-3-methylimidazolium thiocyanate
,371.7,,101.325,340.2,1-ethyl-3-methylimidazolium thiocyanate
,375.2,,101.325,344.2,1-ethyl-3-methylimidazolium thiocyanate
,378.6,,101.325,348.2,1-ethyl-3-methylimidazolium thiocyanate
,382.7,,101.325,352.2,1-ethyl-3-methylimidazolium thiocyanate
,386.9,,101.325,356.2,1-ethyl-3-methylimidazolium thiocyanate
,391,,101.325,360.2,1-ethyl-3-methylimidazolium thiocyanate
,395.2,,101.325,364.2,1-ethyl-3-methylimidazolium thiocyanate
,399.8,,101.325,368.2,1-ethyl-3-methylimidazolium thiocyanate
,404.7,,101.325,372.2,1-ethyl-3-methylimidazolium thiocyanate
,359.4,,101.325,296.2,1-butyl-3-methylimidazolium dicyanamide
,361.9,,101.325,300.2,1-butyl-3-methylimidazolium dicyanamide
,363.1,,101.325,304.2,1-butyl-3-methylimidazolium dicyanamide
,364.3,,101.325,308.2,1-butyl-3-methylimidazolium dicyanamide
,366,,101.325,312.2,1-butyl-3-methylimidazolium dicyanamide
,367.2,,101.325,316.2,1-butyl-3-methylimidazolium dicyanamide
,368.6,,101.325,320.2,1-butyl-3-methylimidazolium dicyanamide
,370.1,,101.325,324.2,1-butyl-3-methylimidazolium dicyanamide
,372.1,,101.325,328.2,1-butyl-3-methylimidazolium dicyanamide
,374.4,,101.325,332.2,1-butyl-3-methylimidazolium dicyanamide
,377.5,,101.325,336.2,1-butyl-3-methylimidazolium dicyanamide
,380.3,,101.325,340.2,1-butyl-3-methylimidazolium dicyanamide
,383.6,,101.325,344.2,1-butyl-3-methylimidazolium dicyanamide
,386.7,,101.325,348.2,1-butyl-3-methylimidazolium dicyanamide
,390.4,,101.325,352.2,1-butyl-3-methylimidazolium dicyanamide
,394.5,,101.325,356.2,1-butyl-3-methylimidazolium dicyanamide
,398.8,,101.325,360.2,1-butyl-3-methylimidazolium dicyanamide
,403.3,,101.325,364.2,1-butyl-3-methylimidazolium dicyanamide
,408.3,,101.325,368.2,1-butyl-3-methylimidazolium dicyanamide
,413.6,,101.325,372.2,1-butyl-3-methylimidazolium dicyanamide
,636,,100,296.2,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,637,,100,300.2,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,638,,100,304.2,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,640,,100,308.2,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,644,,100,312.2,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,648,,100,316.2,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,651,,100,320.2,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,654,,100,324.2,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,658,,100,328.2,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,662,,100,332.2,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,667,,100,336.2,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,671,,100,340.2,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,677,,100,344.2,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,684,,100,348.2,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,690,,100,352.2,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,697,,100,356.2,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,703,,100,360.2,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,710,,100,364.2,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,716,,100,368.2,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,724,,100,372.2,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
,483,,100,296.2,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,485,,100,300.2,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,487,,100,304.2,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,490,,100,308.2,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,494,,100,312.2,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,497,,100,316.2,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,500,,100,320.2,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,503,,100,324.2,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,507,,100,328.2,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,512,,100,332.2,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,516,,100,336.2,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,520,,100,340.2,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,525,,100,344.2,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,530,,100,348.2,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,535,,100,352.2,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,541,,100,356.2,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,546,,100,360.2,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,552,,100,364.2,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,557,,100,368.2,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,563,,100,372.2,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,388,,100,296.2,1-ethyl-3-methylimidazolium ethyl sulfate
,390,,100,300.2,1-ethyl-3-methylimidazolium ethyl sulfate
,391,,100,304.2,1-ethyl-3-methylimidazolium ethyl sulfate
,393,,100,308.2,1-ethyl-3-methylimidazolium ethyl sulfate
,396,,100,312.2,1-ethyl-3-methylimidazolium ethyl sulfate
,398,,100,316.2,1-ethyl-3-methylimidazolium ethyl sulfate
,401,,100,320.2,1-ethyl-3-methylimidazolium ethyl sulfate
,403,,100,324.2,1-ethyl-3-methylimidazolium ethyl sulfate
,406,,100,328.2,1-ethyl-3-methylimidazolium ethyl sulfate
,409,,100,332.2,1-ethyl-3-methylimidazolium ethyl sulfate
,413,,100,336.2,1-ethyl-3-methylimidazolium ethyl sulfate
,416,,100,340.2,1-ethyl-3-methylimidazolium ethyl sulfate
,420,,100,344.2,1-ethyl-3-methylimidazolium ethyl sulfate
,423,,100,348.2,1-ethyl-3-methylimidazolium ethyl sulfate
,427,,100,352.2,1-ethyl-3-methylimidazolium ethyl sulfate
,431,,100,356.2,1-ethyl-3-methylimidazolium ethyl sulfate
,435,,100,360.2,1-ethyl-3-methylimidazolium ethyl sulfate
,439,,100,364.2,1-ethyl-3-methylimidazolium ethyl sulfate
,443,,100,368.2,1-ethyl-3-methylimidazolium ethyl sulfate
,448,,100,372.2,1-ethyl-3-methylimidazolium ethyl sulfate
,587,,101.325,330.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
,590,,101.325,335.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
,594,,101.325,340.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
,596,,101.325,345.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
,600,,101.325,350.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
,603,,101.325,355.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
,605,,101.325,360.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
,607,,101.325,365.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
,610,,101.325,370.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
,613,,101.325,375.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
,616,,101.325,380.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
,619,,101.325,385.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
,622,,101.325,390.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
,624,,101.325,395.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
,627,,101.325,400.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
,630,,101.325,405.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
,633,,101.325,410.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
,635,,101.325,415.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
,639,,101.325,420.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
,641,,101.325,425.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
1.95e+06,,,10000,325,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.964e+06,,,10000,337.36,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.973e+06,,,10000,349.71,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.984e+06,,,10000,362.07,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.993e+06,,,10000,374.43,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.004e+06,,,10000,386.8,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.012e+06,,,10000,399.16,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.018e+06,,,10000,411.52,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.029e+06,,,10000,423.88,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.036e+06,,,10000,436.25,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.049e+06,,,10000,448.61,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.049e+06,,,10000,460.97,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.053e+06,,,10000,473.33,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.056e+06,,,10000,485.69,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.068e+06,,,10000,498.06,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.069e+06,,,10000,510.42,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.084e+06,,,10000,522.79,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.082e+06,,,10000,535.15,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.099e+06,,,10000,547.51,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.098e+06,,,10000,554.94,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.953e+06,,,10000,325.02,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.966e+06,,,10000,337.38,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.972e+06,,,10000,349.75,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.982e+06,,,10000,362.12,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.989e+06,,,10000,374.48,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.004e+06,,,10000,386.84,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.009e+06,,,10000,399.19,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.021e+06,,,10000,411.56,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.034e+06,,,10000,423.91,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.038e+06,,,10000,436.27,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.053e+06,,,10000,448.63,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.05e+06,,,10000,460.99,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.051e+06,,,10000,473.35,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.055e+06,,,10000,485.72,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.067e+06,,,10000,498.09,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.066e+06,,,10000,510.46,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.081e+06,,,10000,522.84,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.079e+06,,,10000,535.2,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.096e+06,,,10000,547.56,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.121e+06,,,10000,554.94,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,360,,101.325,253.15,1-butyl-3-methylimidazolium acetate
,362,,101.325,258.15,1-butyl-3-methylimidazolium acetate
,364,,101.325,263.15,1-butyl-3-methylimidazolium acetate
,366,,101.325,268.15,1-butyl-3-methylimidazolium acetate
,368,,101.325,273.15,1-butyl-3-methylimidazolium acetate
,371,,101.325,278.15,1-butyl-3-methylimidazolium acetate
,373,,101.325,283.15,1-butyl-3-methylimidazolium acetate
,378,,101.325,293.15,1-butyl-3-methylimidazolium acetate
,381,,101.325,298.15,1-butyl-3-methylimidazolium acetate
,384,,101.325,303.15,1-butyl-3-methylimidazolium acetate
,390,,101.325,313.15,1-butyl-3-methylimidazolium acetate
,396,,101.325,323.15,1-butyl-3-methylimidazolium acetate
,403,,101.325,333.15,1-butyl-3-methylimidazolium acetate
,410,,101.325,343.15,1-butyl-3-methylimidazolium acetate
,418,,101.325,353.15,1-butyl-3-methylimidazolium acetate
,426,,101.325,363.15,1-butyl-3-methylimidazolium acetate
,434,,101.325,373.15,1-butyl-3-methylimidazolium acetate
,442,,101.325,383.15,1-butyl-3-methylimidazolium acetate
,451,,101.325,393.15,1-butyl-3-methylimidazolium acetate
,461,,101.325,403.15,1-butyl-3-methylimidazolium acetate
,470,,101.325,413.15,1-butyl-3-methylimidazolium acetate
,367.8,,101.325,355.62,"N-(2-hydroxyethyl)-N,N-dimethylpropanaminium bromide"
,373,,101.325,356.73,"N-(2-hydroxyethyl)-N,N-dimethylpropanaminium bromide"
