"Electrical conductivity, S/m","Frequency, MHz","Pressure, kPa","Temperature, K",salt_name
0.875,,101,323.11,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.868,,101,323.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.917,,101,323.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.992,,101,328.08,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.965,,101,328.16,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.048,,101,328.16,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.105,,101,333.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.119,,101,333.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.186,,101,333.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.249,,101,338.13,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.213,,101,338.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.332,,101,338.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.382,,101,343.11,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.356,,101,343.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.476,,101,343.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.491,,101,348.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.645,,101,348.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.524,,101,348.19,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.63,,101,353.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.796,,101,353.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.663,,101,353.17,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.0685,,58800,298.13,1-butyl-3-methylimidazolium hexafluorophosphate
0.0541,,78500,298.13,1-butyl-3-methylimidazolium hexafluorophosphate
0.0429,,98100,298.13,1-butyl-3-methylimidazolium hexafluorophosphate
0.1463,,100,298.14,1-butyl-3-methylimidazolium hexafluorophosphate
0.089,,39200,298.14,1-butyl-3-methylimidazolium hexafluorophosphate
0.1379,,100,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.1467,,100,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.113,,19600,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.1049,,24500,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.0429,,98100,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.1444,,100,298.16,1-butyl-3-methylimidazolium hexafluorophosphate
0.0778,,49000,298.16,1-butyl-3-methylimidazolium hexafluorophosphate
0.0778,,49000,298.16,1-butyl-3-methylimidazolium hexafluorophosphate
0.0579,,73500,298.16,1-butyl-3-methylimidazolium hexafluorophosphate
0.1437,,100,298.17,1-butyl-3-methylimidazolium hexafluorophosphate
0.232,,100,308.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.362,,100,318.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.441,,100,323.1,1-butyl-3-methylimidazolium hexafluorophosphate
0.1097,,147100,323.12,1-butyl-3-methylimidazolium hexafluorophosphate
0.1105,,147100,323.12,1-butyl-3-methylimidazolium hexafluorophosphate
0.0882,,171600,323.13,1-butyl-3-methylimidazolium hexafluorophosphate
0.28,,49000,323.14,1-butyl-3-methylimidazolium hexafluorophosphate
0.221,,73500,323.14,1-butyl-3-methylimidazolium hexafluorophosphate
0.174,,98100,323.14,1-butyl-3-methylimidazolium hexafluorophosphate
0.1385,,122600,323.14,1-butyl-3-methylimidazolium hexafluorophosphate
0.139,,122600,323.14,1-butyl-3-methylimidazolium hexafluorophosphate
0.0698,,196100,323.14,1-butyl-3-methylimidazolium hexafluorophosphate
0.45,,100,323.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.28,,49000,323.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.221,,73500,323.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.0877,,171600,323.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.07,,196100,323.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.453,,100,323.16,1-butyl-3-methylimidazolium hexafluorophosphate
0.355,,24500,323.16,1-butyl-3-methylimidazolium hexafluorophosphate
0.175,,98100,323.17,1-butyl-3-methylimidazolium hexafluorophosphate
0.356,,24500,323.29,1-butyl-3-methylimidazolium hexafluorophosphate
0.531,,100,328.17,1-butyl-3-methylimidazolium hexafluorophosphate
0.629,,100,333.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.737,,100,338.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.392,,98100,343.13,1-butyl-3-methylimidazolium hexafluorophosphate
0.858,,100,343.14,1-butyl-3-methylimidazolium hexafluorophosphate
0.322,,122900,343.14,1-butyl-3-methylimidazolium hexafluorophosphate
0.221,,171600,343.14,1-butyl-3-methylimidazolium hexafluorophosphate
0.578,,49000,343.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.474,,73500,343.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.856,,100,343.16,1-butyl-3-methylimidazolium hexafluorophosphate
0.7,,24500,343.16,1-butyl-3-methylimidazolium hexafluorophosphate
0.267,,147100,343.16,1-butyl-3-methylimidazolium hexafluorophosphate
0.183,,196100,343.16,1-butyl-3-methylimidazolium hexafluorophosphate
0.991,,100,348.15,1-butyl-3-methylimidazolium hexafluorophosphate
1.1345,,100,353.12,1-butyl-3-methylimidazolium hexafluorophosphate
0.00961,,101.325,273.23,1-methyl-3-octylimidazolium tetrafluoroborate
0.00973,,101.325,273.37,1-methyl-3-octylimidazolium tetrafluoroborate
0.00997,,101.325,273.37,1-methyl-3-octylimidazolium tetrafluoroborate
0.01445,,101.325,278.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.01445,,101.325,278.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.01484,,101.325,278.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.0211,,101.325,283.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.0212,,101.325,283.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.0218,,101.325,283.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.0303,,101.325,288.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.0305,,101.325,288.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.0312,,101.325,288.16,1-methyl-3-octylimidazolium tetrafluoroborate
0.0423,,101.325,293.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.0435,,101.325,293.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.0427,,101.325,293.16,1-methyl-3-octylimidazolium tetrafluoroborate
0.0576,,101.325,298.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.0583,,101.325,298.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.0584,,101.325,298.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.0594,,101.325,298.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.0595,,101.325,298.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.058,,101.325,298.16,1-methyl-3-octylimidazolium tetrafluoroborate
0.076,,101.325,303.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.0775,,101.325,303.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.0794,,101.325,303.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.0992,,101.325,308.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.1017,,101.325,308.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.1041,,101.325,308.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.1271,,101.325,313.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.1311,,101.325,313.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.1317,,101.325,313.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.1602,,101.325,318.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.1654,,101.325,318.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.167,,101.325,318.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.198,,101.325,323.11,1-methyl-3-octylimidazolium tetrafluoroborate
0.205,,101.325,323.11,1-methyl-3-octylimidazolium tetrafluoroborate
0.2,,101.325,323.13,1-methyl-3-octylimidazolium tetrafluoroborate
0.244,,101.325,328.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.252,,101.325,328.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.246,,101.325,328.19,1-methyl-3-octylimidazolium tetrafluoroborate
0.304,,101.325,333.11,1-methyl-3-octylimidazolium tetrafluoroborate
0.294,,101.325,333.12,1-methyl-3-octylimidazolium tetrafluoroborate
0.298,,101.325,333.16,1-methyl-3-octylimidazolium tetrafluoroborate
0.355,,101.325,338.12,1-methyl-3-octylimidazolium tetrafluoroborate
0.353,,101.325,338.2,1-methyl-3-octylimidazolium tetrafluoroborate
0.364,,101.325,338.2,1-methyl-3-octylimidazolium tetrafluoroborate
0.42,,101.325,343.16,1-methyl-3-octylimidazolium tetrafluoroborate
0.416,,101.325,343.2,1-methyl-3-octylimidazolium tetrafluoroborate
0.43,,101.325,343.2,1-methyl-3-octylimidazolium tetrafluoroborate
0.485,,101.325,348.16,1-methyl-3-octylimidazolium tetrafluoroborate
0.502,,101.325,348.17,1-methyl-3-octylimidazolium tetrafluoroborate
0.494,,101.325,348.24,1-methyl-3-octylimidazolium tetrafluoroborate
0.561,,101.325,353.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.581,,101.325,353.15,1-methyl-3-octylimidazolium tetrafluoroborate
0.572,,101.325,353.21,1-methyl-3-octylimidazolium tetrafluoroborate
0.00325,,101.325,273.2,1-octyl-3-methylimidazolium hexafluorophosphate
0.00331,,101.325,273.22,1-octyl-3-methylimidazolium hexafluorophosphate
0.00331,,101.325,273.22,1-octyl-3-methylimidazolium hexafluorophosphate
0.0052,,101.325,278.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.0053,,101.325,278.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.0053,,101.325,278.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.00807,,101.325,283.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.00822,,101.325,283.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.00823,,101.325,283.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.01212,,101.325,288.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.01241,,101.325,288.16,1-octyl-3-methylimidazolium hexafluorophosphate
0.01243,,101.325,288.16,1-octyl-3-methylimidazolium hexafluorophosphate
0.0177,,101.325,293.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.0181,,101.325,293.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.0182,,101.325,293.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.0252,,101.325,298.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.0253,,101.325,298.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.0257,,101.325,298.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.0259,,101.325,298.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.0353,,101.325,303.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.0358,,101.325,303.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.036,,101.325,303.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.036,,101.325,303.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.0479,,101.325,308.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.048,,101.325,308.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.0489,,101.325,308.16,1-octyl-3-methylimidazolium hexafluorophosphate
0.0493,,101.325,308.16,1-octyl-3-methylimidazolium hexafluorophosphate
0.0653,,101.325,313.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.0655,,101.325,313.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.0654,,101.325,313.16,1-octyl-3-methylimidazolium hexafluorophosphate
0.0659,,101.325,313.16,1-octyl-3-methylimidazolium hexafluorophosphate
0.0858,,101.325,318.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.0859,,101.325,318.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.0863,,101.325,318.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.0867,,101.325,318.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.1078,,101.325,323.11,1-octyl-3-methylimidazolium hexafluorophosphate
0.1104,,101.325,323.13,1-octyl-3-methylimidazolium hexafluorophosphate
0.1108,,101.325,323.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.1113,,101.325,323.15,1-octyl-3-methylimidazolium hexafluorophosphate
0.1419,,101.325,328.11,1-octyl-3-methylimidazolium hexafluorophosphate
0.141,,101.325,328.12,1-octyl-3-methylimidazolium hexafluorophosphate
0.1364,,101.325,328.13,1-octyl-3-methylimidazolium hexafluorophosphate
0.1369,,101.325,328.13,1-octyl-3-methylimidazolium hexafluorophosphate
0.17,,101.325,333.11,1-octyl-3-methylimidazolium hexafluorophosphate
0.17,,101.325,333.11,1-octyl-3-methylimidazolium hexafluorophosphate
0.173,,101.325,333.19,1-octyl-3-methylimidazolium hexafluorophosphate
0.209,,101.325,338.18,1-octyl-3-methylimidazolium hexafluorophosphate
0.21,,101.325,338.18,1-octyl-3-methylimidazolium hexafluorophosphate
0.254,,101.325,343.16,1-octyl-3-methylimidazolium hexafluorophosphate
0.253,,101.325,343.17,1-octyl-3-methylimidazolium hexafluorophosphate
0.304,,101.325,348.17,1-octyl-3-methylimidazolium hexafluorophosphate
0.303,,101.325,348.18,1-octyl-3-methylimidazolium hexafluorophosphate
0.358,,101.325,353.17,1-octyl-3-methylimidazolium hexafluorophosphate
0.36,,101.325,353.17,1-octyl-3-methylimidazolium hexafluorophosphate
0.277,,101.325,298.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.2881,,101.325,299.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.3003,,101.325,300.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.313,,101.325,301.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.3265,,101.325,302.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.3396,,101.325,303.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.3538,,101.325,304.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.3682,,101.325,305.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.3825,,101.325,306.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.3975,,101.325,307.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.4124,,101.325,308.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.4275,,101.325,309.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.4427,,101.325,310.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.4586,,101.325,311.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.4754,,101.325,312.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.4923,,101.325,313.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.5091,,101.325,314.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.5269,,101.325,315.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.5443,,101.325,316.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.5619,,101.325,317.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.5804,,101.325,318.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.5982,,101.325,319.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.6159,,101.325,320.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.6353,,101.325,321.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.6551,,101.325,322.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.6735,,101.325,323.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.6939,,101.325,324.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.7134,,101.325,325.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.7329,,101.325,326.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.7541,,101.325,327.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.7748,,101.325,328.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.795,,101.325,329.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.8164,,101.325,330.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.839,,101.325,331.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.8595,,101.325,332.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.884,,101.325,333.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.911,,101.325,334.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.938,,101.325,335.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.965,,101.325,336.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.993,,101.325,337.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
1.02,,101.325,338.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
1.049,,101.325,339.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
1.077,,101.325,340.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
1.106,,101.325,341.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
1.133,,101.325,342.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
1.165,,101.325,343.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
1.198,,101.325,344.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
1.226,,101.325,345.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
1.258,,101.325,346.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
1.292,,101.325,347.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
1.323,,101.325,348.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
1.356,,101.325,349.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
1.395,,101.325,350.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
1.429,,101.325,351.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
1.463,,101.325,352.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
1.492,,101.325,353.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.4017,,101.325,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.4175,,101.325,299.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.4346,,101.325,300.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.4525,,101.325,301.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.4696,,101.325,302.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.4876,,101.325,303.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.5058,,101.325,304.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.5244,,101.325,305.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.5431,,101.325,306.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.562,,101.325,307.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.5812,,101.325,308.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.6015,,101.325,309.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.6219,,101.325,310.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.6429,,101.325,311.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.6637,,101.325,312.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.6839,,101.325,313.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.7056,,101.325,314.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.729,,101.325,315.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.7515,,101.325,316.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.7727,,101.325,317.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.7955,,101.325,318.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.8196,,101.325,319.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.842,,101.325,320.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.8659,,101.325,321.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.891,,101.325,322.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.921,,101.325,323.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.949,,101.325,324.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.983,,101.325,325.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.008,,101.325,326.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.04,,101.325,327.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.075,,101.325,328.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.105,,101.325,329.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.135,,101.325,330.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.173,,101.325,331.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.21,,101.325,332.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.242,,101.325,333.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.275,,101.325,334.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.31,,101.325,335.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.344,,101.325,336.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.379,,101.325,337.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.413,,101.325,338.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.448,,101.325,339.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.484,,101.325,340.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.52,,101.325,341.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.555,,101.325,342.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.592,,101.325,343.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.63,,101.325,344.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.667,,101.325,345.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.705,,101.325,346.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.744,,101.325,347.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.784,,101.325,348.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.819,,101.325,349.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.86,,101.325,350.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.899,,101.325,351.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.937,,101.325,352.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.977,,101.325,353.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
3e-06,,101.325,258.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
3e-06,,101.325,259.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
3e-06,,101.325,260.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
4e-06,,101.325,261.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
4e-06,,101.325,262.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
4e-06,,101.325,263.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
6e-06,,101.325,263.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
4e-06,,101.325,264.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
4e-06,,101.325,265.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
4e-06,,101.325,266.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
4e-06,,101.325,267.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
4e-06,,101.325,268.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
4e-06,,101.325,269.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
5e-06,,101.325,270.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
5e-06,,101.325,271.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
5e-06,,101.325,272.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
5e-06,,101.325,273.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
5e-06,,101.325,274.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
5e-06,,101.325,275.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
5e-06,,101.325,276.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
6e-06,,101.325,277.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
6e-06,,101.325,278.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
7e-06,,101.325,279.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
7e-06,,101.325,280.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
7e-06,,101.325,281.1,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate
