"Electrical conductivity, S/m","Frequency, MHz","Pressure, kPa","Temperature, K",salt_name
0.00019,,101.325,298.1,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium trifluoro(perfluoropropyl)borate"
0.00018,,101.325,298.1,"N,N,N-triethyl-2-methoxyethan-1-aminium trifluoro(perfluoropropyl)borate Chemical Formula: C12H22BF10NO"
0.00026,,101.325,298.1,"N-ethyl-2-methoxy-N,N-dimethylethan-1-aminium trifluoro(perfluoropropyl)borate"
0.00025,,101.325,298.1,"2-methoxy-N,N,N-trimethylethan-1-aminium trifluoro(perfluoropropyl)borate"
0.00015,,101.325,298.1,"N-ethyl-2-methoxy-N,N-dimethylethan-1-aminium trifluoro(perfluorobutyl)borate"
0.00013,,101.325,298.1,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium trifluoro(perfluorobutyl)borate"
0.00011,,101.325,298.1,"N,N,N-triethyl-2-methoxyethan-1-aminium trifluoro(perfluorobutyl)borate"
0.00017,,101.325,298.1,"N-ethyl-2-methoxy-N,N-dimethylethan-1-aminium tetrafluoroborate"
0.00013,,101.325,298.1,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate"
0.00022,,101.325,298.1,"N,N-diethyl-N-methylpropan-1-aminium bis((trifluoromethyl)sulfonyl)amide"
0.00016,,101.325,298.1,"N,N-diethyl-N-methylbutan-1-aminium bis((trifluoromethyl)sulfonyl)amide"
0.00031,,101.325,298.1,"N-ethyl-N,N-dimethyl-2- methoxyethylammonium bis(trifluoromethylsulfonyl)imide"
0.00026,,101.325,298.1,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide"
0.00021,,101.325,298.1,"N,N,N-triethyl-2-methoxyethan-1-aminium bis((trifluoromethyl)sulfonyl)amide"
0.00021,,101.325,298.1,"N,N-diethyl-N-methylbutan-1-aminium trifluoro(trifluoromethyl)borate"
0.00025,,101.325,298.1,"2-methoxy-N-ethyl-N,N-dimethylethan-1-aminium trifluoro(trifluoromethyl)borate"
0.0003,,101.325,298.1,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium trifluoro(trifluoromethyl)borate"
0.0002,,101.325,298.1,"N,N,N-triethyl-2-methoxyethan-1-aminium trifluoro(trifluoromethyl)borate"
0.00023,,101.325,298.1,"N,N-diethyl-N-methylbutan-1-aminium trifluoro(perfluoroethyl)borate"
0.00038,,101.325,298.1,"N-ethyl-2-methoxy-N,N-dimethylethan-1-aminium trifluoro(perfluoroethyl)borate"
0.00032,,101.325,298.1,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium trifluoro(perfluoroethyl)borate"
0.00024,,101.325,298.1,"N,N,N-triethyl-2-methoxyethan-1-aminium trifluoro(perfluoroethyl)borate"
0.216,,101,298.15,1-pentylpyridinium bis(trifluoromethylsulfonyl)amide
1.438,,101.325,298.1,1-butyl-3-methylimidazolium dicyanamide
0.507,,101.325,298.1,N-butyronitrilepyridinium dicyanamide
0.218,,100,298.15,"1,1,3,3-tetramethylguanidinium imidazol-1-ide"
0.18,,101.325,298.15,1-allyl-3-methyl-1H-imidazol-3-ium propionate
0.088,,101.325,298.15,1-allyl-3-methylimizodalium lactate
0.1175,,101.325,298.15,1-allyl-3-methylimizodalium glycollate
0.821,,101.325,298.15,1-allyl-3-methylimizodalium formate
0.302,,101.325,298.15,1-allyl-3-methylimizodalium acetate
0.121,,101.325,298.15,1-allyl-3-methylimizodalium butanoate
0.0388,,101.325,298.15,1-allyl-3-methylimizodalium benzoate
0.021,,101,298.15,butylammonium acetate
0.867,,101,298.15,n-butylammonium nitrate
0.00695,,101,298.15,1-allyl-3-methylimidazolium chloride
0.398,,101.3,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
1.63,,101.3,298.15,1-ethyl-3-methylimidazolium tetrafluoroborate
0.00033,,101,300,tributyl(hexadecyl)phosphonium bromide
0.016,,101.325,298.1,tributylhexylammonium bis[(trifluoromethyl)sulfonyl]imide
0.0017,,101.325,298.1,"N,N,N-tributyloctan-1-aminium trifluoromethanesulfonate"
0.031,,101.325,298.1,ethylheptyl-di-(1-methylethyl)ammonium bis[(trifluoromethyl)sulfonyl]imide
0.013,,101.325,298.1,tributyloctylammonium bis[(trifluoromethyl)sulfonyl]imide
0.016,,101.325,298.1,tributylheptylammonium bis[(trifluoromethyl)sulfonyl]imide
0.051,,101.325,298.1,triethylheptylammonium bis[(trifluoromethyl)sulfonyl]imide
0.033,,101.325,298.1,triethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide
0.043,,101.325,298.1,hexyltrimethylammonium bis[(trifluoromethyl)sulfonyl]imide
0.04,,101.325,298.1,heptyltrimethylammonium bis[(trifluoromethyl)sulfonyl]imide
0.035,,101.325,298.1,trimethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide
0.067,,101.325,298.1,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide
1.553,,101,298.15,1-ethyl-3-methylimidazolium tetrafluoroborate
2.83,,101,298.15,1-ethyl-3-methylimidazolium dicyanamide
1.553,,101,298.15,1-ethyl-3-methylimidazolium tetrafluoroborate
1.553,,101,298.15,1-ethyl-3-methylimidazolium tetrafluoroborate
0.1228,,101,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate
1.139,,101,298.15,1-butyl-3-methylimidazolium dicyanamide
0.1469,,101,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.353,,101,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
0.81,,101,358.15,1-butyl-3-methylimidazolium methanesulfonate
0.3014,,101.325,313,"1,1,3,3-tetramethylguanidinium imidazol-1-ide"
0.069,,101,298.15,1-methyl-3-octylimidazolium tetrafluoroborate
1.63,,101,298.15,1-ethyl-3-methylimidazolium tetrafluoroborate
0.126,,101,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate
0.352,,101,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
0.01261,,,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate
0.0352,,,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
0.163,,,298.15,1-ethyl-3-methylimidazolium tetrafluoroborate
0.35,,101.325,298.1,1-butyl-3-methylimidazolium tetrafluoroborate
1.4,,101.325,298.1,1-ethyl-3-methylimidazolium tetrafluoroborate
0.59,,101.325,298.1,1-propyl-3-methylimidazolium tetrafluoroborate
0.4496,,100,298.15,1-ethyl-3-methylimidazolium methanesulfonate
0.22,,101.325,298.1,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.16,,101.325,298.1,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.35,,101,296.15,1-butyl-3-methylimidazolium tetrafluoroborate
0.15,,101,296.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.56,,101.325,295.1,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.07,,101.325,295.1,1-decyl-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)amide
0.25,,101.325,295.1,"N-isopropyl-N,N-dimethylpropan-1-aminium bis((trifluoromethyl)sulfonyl)amide"
0.17,,101.325,295.1,"N-isopropyl-N,N-dimethylbutan-1-aminium bis((trifluoromethyl)sulfonyl)amide"
0.12,,101.325,295.1,"N-isopropyl-N,N-dimethylhexan-1-aminium bis((trifluoromethyl)sulfonyl)amide"
0.05,,101.325,295.1,"N-isopropyl-N,N-dimethyldecan-1-aminium bis((trifluoromethyl)sulfonyl)amide"
0.3,,101.325,295.1,1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.15,,101.325,295.1,"N-(2-hydroxyethyl)-N,N-dimethylpropan-2-aminium bis((trifluoromethyl)sulfonyl)amide"
0.01,,101.325,295.1,"1-(2,3-dihydroxypropyl)-1-methylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)amide"
0.35,,101.325,295.1,1-(2-hydroxyethyl)-1-methylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)amide
0.41,,101.325,295.1,1-butyl-3-methylimidazolium tetrafluoroborate
0.2,,101.325,295.1,1-butyl-3-methylimidazolium hexafluorophosphate
0.11,,101.325,295.1,1-butyl-3-methylimidazolium tris[(trifluoromethyl)sulfonyl]methide
0.18,,101.325,295.1,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide
0.38,,101.325,295.1,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.175,,101.325,373.1,"1-butyl-2,3-dimethylimidazolium bromide"
0.734,,101.325,373.1,1-butyl-3-methylimidazolium bromide
0.043,,101,298.15,propylammonium acetate
0.222,,101,298.15,ethylammonium acetate
0.0255,,101.325,293.15,1-butyl-3-methylimidazolium nitrate
0.0374,,101.325,293.15,1-butyl-3-methylimidazolium tetrafluoroborate
0.0014,,101.325,293.15,1-butyl-3-methylimidazolium hydrogen sulfate
2.69,,101.325,298.1,ethylammonium nitrate
0.0864,,101.325,298.1,ethylammonium glycolate
0.103,,101.325,298.1,ethylammonium butyrate
0.0858,,101.325,298.1,2-methylbutylammonium formate
0.153,,101.325,298.1,pentylammonium formate
0.0872,,101.325,298.1,ethylammonium propionate
0.026,,101.325,298.1,ethylammonium lactate
0.0699,,101.325,298.1,2-methylpropylammonium formate
1.216,,101.325,298.1,ethylammonium formate
0.0048,,101.325,298.1,2-aminoethanol-2-hydroxypropanoate
0.44,,101.325,298.1,ethylammonium hydrogen sulfate
0.049,,101.325,298.1,2-hydroxypropanaminium formate
4.38,,101.325,298.1,methanaminium formate
0.935,,101.325,298.1,ethanolammonium nitrate
0.31,,101.325,298.1,butylammonium formate
0.189,,101.325,318.15,"N,N,N',N'-tetramethylguanidine 2,2,2-trifluoroacetate"
0.268,,101.325,318.15,"1,1,3,3-tetramethylguanidinium trifluoromethanesulfonate"
0.0101,,101.325,298.15,"1,1,3,3-tetramethylguanidinium lactate"
0.065,,101.325,298.1,3-ethyl-1-methyl-1H-imidazolium L-serinate
0.0078,,101.325,298.1,1-ethyl-3-methyl-1H-imidazol-3-ium L-lysinate
0.0081,,101.325,298.1,1-ethyl-3-methyl-1H-imidazol-3-ium L-leucinate
0.00069,,101.325,298.1,1-ethyl-3-methyl-1H-imidazolium L-isoleucinate
0.0088,,101.325,298.1,1-ethyl-3-methylimidazolium L-valinate
0.024,,101.325,298.1,1-ethyl-3-methyl-1H-imidazol-3-ium L-methioninate
0.064,,101.325,298.1,1-ethyl-3-methylimidazolium L-alaninate
0.057,,101.325,298.1,1-ethyl-3-methylimidazolium ammonioacetate
0.016,,101.325,298.1,1-ethyl-3-methyl-1H-imidazolium L-prolinate
5e-05,,101.325,298.1,1-ethyl-3-methylimidazolium L-glutamate
1.7e-07,,101.325,298.1,3-ethyl-1-methyl-1H-imidazol-3-ium (S)-2-amino-3-carboxypropanoate
1.7e-05,,101.325,298.1,3-ethyl-1-methyl-1H-imidazol-3-ium L-glutaminate
0.00011,,101.325,298.1,3-ethyl-1-methyl-1H-imidazol-3-ium L-asparaginate
9e-05,,101.325,298.1,3-ethyl-1-methyl-1H-imidazol-3-ium L-argininate
0.0035,,101.325,298.1,3-ethyl-1-methyl-1H-imidazol-3-ium L-cysteinate
4e-06,,101.325,298.1,3-ethyl-1-methyl-1H-imidazol-3-ium L-tyrosinate
1e-05,,101.325,298.1,3-ethyl-1-methyl-1H-imidazol-3-ium L-histidinate
9.1e-07,,101.325,298.1,3-ethyl-1-methyl-1H-imidazol-3-ium L-tryptophanate
0.006,,101.325,298.1,1-ethyl-3-methyl-1H-imidazol-3-ium L-phenylalaninate
0.01,,101.325,298.1,3-ethyl-1-methyl-1H-imidazol-3-ium L-threoninate
0.092,,101.325,295.1,1-decyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide
0.11,,101.325,295.1,1-hexyl-3-methylimidazolium hexafluorophosphate
0.11,,101.325,295.1,1-octyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide
0.13,,101.325,295.1,1-hexyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide
0.088,,101.325,295.1,1-octyl-3-methylimidazolium hexafluorophosphate
0.26,,101.325,295.1,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.19,,101.325,295.1,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.13,,101.325,295.1,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
0.403,,101.325,298.15,"1,3-diisobutylimidazolium bromide"
0.08,,101.325,298.15,1-butyl-3-methylimidazolium bromide
0.2,,101.325,298.15,1-isobutyl-3-methylimidazolium bromide
0.918,,101.325,298.15,"1,3-dibutylimidazolium bromide"
0.371,,101,298.15,1-methylimidazolium acetate
5.01,,101,298.15,pyrrolidinium nitrate
0.586,,101,298.15,ethyldiisopropylammonium formate
0.365022,0.003,100,293.1,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.547,,101,298.15,1-ethyl-3-methylimidazolium methylsulfate
0.126,,101,298.15,1-butyl-3-methylimidazolium methyl sulfate
0.629,,101,298.15,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
0.63,,101,298.15,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
0.332,,101,298.15,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
0.333,,101,298.15,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
0.769,,101,298.15,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
0.771,,101,298.15,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
0.01,,101.325,298.15,"N,N,N-triethyltetradecan-1-aminium bis((trifluoromethyl)sulfonyl)amide"
0.021,,101.325,303.05,"N,N,N-triethyltetradecan-1-aminium bis((trifluoromethyl)sulfonyl)amide"
0.026,,101.325,298.55,"N,N,N-triethyldodecan-1-aminium bis((trifluoromethyl)sulfonyl)amide"
0.039,,101.325,303.15,"N,N,N-triethyldodecan-1-aminium bis((trifluoromethyl)sulfonyl)amide"
1.26,,101.325,358.1,1-methyl-3-propylimidazolium iodide
1.46,,101.325,363.1,1-methyl-3-propylimidazolium iodide
0.0096,,101.325,308.15,cholinium bis(nonafluorobutylsulfonyl)imide
0.0128,,101.325,313.15,cholinium bis(nonafluorobutylsulfonyl)imide
0.017,,101.325,318.15,cholinium bis(nonafluorobutylsulfonyl)imide
0.0227,,101.325,323.15,cholinium bis(nonafluorobutylsulfonyl)imide
0.02,,101.325,293.08,1-butyl-3-methylimidazolium iodide
0.05,,101.325,303.15,1-butyl-3-methylimidazolium iodide
0.1,,101.325,313.16,1-butyl-3-methylimidazolium iodide
0.18,,101.325,323.22,1-butyl-3-methylimidazolium iodide
0.3,,101.325,293.11,1-butyl-3-methylimidazolium tetrafluoroborate
0.6,,101.325,303.13,1-butyl-3-methylimidazolium tetrafluoroborate
0.9,,101.325,313.17,1-butyl-3-methylimidazolium tetrafluoroborate
1.3,,101.325,323.16,1-butyl-3-methylimidazolium tetrafluoroborate
0.2073,,101,283.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.404,,101,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.683,,101,313.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.181,,101,333.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.302,,101,293.15,1-propylpyridinium tetrafluoroborate
0.516,,101,303.15,1-propylpyridinium tetrafluoroborate
0.799,,101,313.15,1-propylpyridinium tetrafluoroborate
1.154,,101,323.15,1-propylpyridinium tetrafluoroborate
0.1807,,101,293.15,1-butylpyridinium tetrafluoroborate
0.321,,101,303.15,1-butylpyridinium tetrafluoroborate
0.519,,101,313.15,1-butylpyridinium tetrafluoroborate
0.785,,101,323.15,1-butylpyridinium tetrafluoroborate
0.1549,,101,293.15,1-butyl-3-methylpyridinium tetrafluoroborate
0.281,,101,303.15,1-butyl-3-methylpyridinium tetrafluoroborate
0.461,,101,313.15,1-butyl-3-methylpyridinium tetrafluoroborate
0.704,,101,323.15,1-butyl-3-methylpyridinium tetrafluoroborate
0.1318,,101,293.15,1-butyl-4-methylpyridinium tetrafluoroborate
0.254,,101,303.15,1-butyl-4-methylpyridinium tetrafluoroborate
0.439,,101,313.15,1-butyl-4-methylpyridinium tetrafluoroborate
0.687,,101,323.15,1-butyl-4-methylpyridinium tetrafluoroborate
0.151,,101,283.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
0.308,,101,298.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
0.377,,101,303.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
0.54,,101,313.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
0.542,,101,313.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
0.135,,101.325,288.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.173,,101.325,293.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.218,,101.325,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.327,,101.325,308.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.546,,101.325,323.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.079,,101.325,288.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.109,,101.325,293.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.146,,101.325,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.247,,101.325,308.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.477,,101.325,323.15,1-butyl-3-methylimidazolium hexafluorophosphate
0.265,,101.325,288.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.331,,101.325,293.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.406,,101.325,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.585,,101.325,308.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.924,,101.325,323.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.644,,101.325,288.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.773,,101.325,293.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.912,,101.325,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.229,,101.325,308.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.789,,101.325,323.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.135,,101.325,288.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.173,,101.325,293.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.218,,101.325,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.328,,101.325,308.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.548,,101.325,323.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.403,,101.325,313.15,"N,N-dimethylacetamidium bis(trifluoromethanesulfonyl)amide"
0.574,,101.325,323.15,"N,N-dimethylacetamidium bis(trifluoromethanesulfonyl)amide"
0.782,,101.325,333.15,"N,N-dimethylacetamidium bis(trifluoromethanesulfonyl)amide"
1.024,,101.325,343.15,"N,N-dimethylacetamidium bis(trifluoromethanesulfonyl)amide"
1.295,,101.325,353.15,"N,N-dimethylacetamidium bis(trifluoromethanesulfonyl)amide"
0.913,,101.325,298.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
1.448,,101.325,313.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
1.742,,101.325,323.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
2.189,,101.325,333.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
2.595,,101.325,343.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
0.125,,101.325,298.4,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.263,,101.325,312.85,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.584,,101.325,332.84,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
1.077,,101.325,352.65,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
1.751,,101.325,372.49,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
0.401,,101.325,297.95,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.695,,101.325,312.77,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.242,,101.325,332.56,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1.961,,101.325,352.61,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
2.832,,101.325,372.43,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
0.0026,,101,298.15,"N-methyl-N,N-dioctyl-1-octanaminium chloride"
0.0035,,101,303.15,"N-methyl-N,N-dioctyl-1-octanaminium chloride"
0.0049,,101,308.15,"N-methyl-N,N-dioctyl-1-octanaminium chloride"
0.0066,,101,313.15,"N-methyl-N,N-dioctyl-1-octanaminium chloride"
0.0087,,101,318.15,"N-methyl-N,N-dioctyl-1-octanaminium chloride"
0.01453,,101,283.15,1-butyl-3-methylimidazolium acetate
0.0522,,101,298.15,1-butyl-3-methylimidazolium acetate
0.138,,101,313.15,1-butyl-3-methylimidazolium acetate
0.146,,101,314.3,1-butyl-3-methylimidazolium acetate
0.369,,101,333.15,1-butyl-3-methylimidazolium acetate
0.73,,100,293.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.9,,100,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.29,,100,313.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1.94,,100,333.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2.73,,100,353.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
0.76,,101.325,298,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
0.93,,101.325,303,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
1.25,,101.325,313,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
1.73,,101.325,323,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
2.12,,101.325,333,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
0.81,,101.325,297.65,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
0.86,,101.325,298.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
0.9,,101.325,300.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
1,,101.325,302.45,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
1.14,,101.325,304.65,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
0.0737,,101,283.15,1-hexylpyridinium bis(trifluromethylsulfonyl)imide
0.128,,101,293.15,1-hexylpyridinium bis(trifluromethylsulfonyl)imide
0.129,,101,293.15,1-hexylpyridinium bis(trifluromethylsulfonyl)imide
0.163,,101,298.15,1-hexylpyridinium bis(trifluromethylsulfonyl)imide
0.205,,101,303.15,1-hexylpyridinium bis(trifluromethylsulfonyl)imide
0.306,,101,313.15,1-hexylpyridinium bis(trifluromethylsulfonyl)imide
0.01405,,101,298.15,(3-aminopropyl)tributylphosphonium L-alaninate
0.02095,,101,303.15,(3-aminopropyl)tributylphosphonium L-alaninate
0.03202,,101,313.15,(3-aminopropyl)tributylphosphonium L-alaninate
0.04644,,101,323.15,(3-aminopropyl)tributylphosphonium L-alaninate
0.0649,,101,333.15,(3-aminopropyl)tributylphosphonium L-alaninate
0.0884,,101,343.15,(3-aminopropyl)tributylphosphonium L-alaninate
0.008,,101,298.15,(3-aminopropyl)tributylphosphonium L-leucinate
0.01084,,101,303.15,(3-aminopropyl)tributylphosphonium L-leucinate
0.01848,,101,313.15,(3-aminopropyl)tributylphosphonium L-leucinate
0.02907,,101,323.15,(3-aminopropyl)tributylphosphonium L-leucinate
0.04135,,101,333.15,(3-aminopropyl)tributylphosphonium L-leucinate
0.0605,,101,343.15,(3-aminopropyl)tributylphosphonium L-leucinate
0.00815,,101,298.15,(3-aminopropyl)tributylphosphonium L-valinate
0.01097,,101,303.15,(3-aminopropyl)tributylphosphonium L-valinate
0.01879,,101,313.15,(3-aminopropyl)tributylphosphonium L-valinate
0.02942,,101,323.15,(3-aminopropyl)tributylphosphonium L-valinate
0.04468,,101,333.15,(3-aminopropyl)tributylphosphonium L-valinate
0.065,,101,343.15,(3-aminopropyl)tributylphosphonium L-valinate
0.014354,,101.325,298.15,(3-aminopropyl)tributylphosphonium L-valinate
0.020048,,101.325,303.15,(3-aminopropyl)tributylphosphonium L-valinate
0.032017,,101.325,313.15,(3-aminopropyl)tributylphosphonium L-valinate
0.046438,,101.325,323.15,(3-aminopropyl)tributylphosphonium L-valinate
0.06489,,101.325,333.15,(3-aminopropyl)tributylphosphonium L-valinate
0.08841,,101.325,343.15,(3-aminopropyl)tributylphosphonium L-valinate
0.015207,,101.325,298.15,(3-aminopropyl)tributylphosphonium L-alaninate
0.021784,,101.325,303.15,(3-aminopropyl)tributylphosphonium L-alaninate
0.03351,,101.325,313.15,(3-aminopropyl)tributylphosphonium L-alaninate
0.04801,,101.325,323.15,(3-aminopropyl)tributylphosphonium L-alaninate
0.06721,,101.325,333.15,(3-aminopropyl)tributylphosphonium L-alaninate
0.0901,,101.325,343.15,(3-aminopropyl)tributylphosphonium L-alaninate
0.277,,100,298.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.338,,100,303.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.412,,100,308.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.491,,100,313.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.579,,100,318.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
0.672,,100,323.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
1e-06,,101.325,283.1,1-dodecyl-3-methylimidazolium tetrafluoroborate
1e-06,,101.325,283.1,1-dodecyl-3-methylimidazolium tetrafluoroborate
1.5e-06,,101.325,288.1,1-dodecyl-3-methylimidazolium tetrafluoroborate
2e-06,,101.325,288.1,1-dodecyl-3-methylimidazolium tetrafluoroborate
5e-06,,101.325,293.1,1-dodecyl-3-methylimidazolium tetrafluoroborate
2.5e-05,,101.325,298.1,1-dodecyl-3-methylimidazolium tetrafluoroborate
0.126,,101.325,298.15,1-butyl-3-methylimidazolium methyl sulfate
0.16,,101.325,303.15,1-butyl-3-methylimidazolium methyl sulfate
0.254,,101.325,313.15,1-butyl-3-methylimidazolium methyl sulfate
0.382,,101.325,323.15,1-butyl-3-methylimidazolium methyl sulfate
0.551,,101.325,333.15,1-butyl-3-methylimidazolium methyl sulfate
