"Molar volume, m<SUP>3</SUP>/mol","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>","Specific volume, m<SUP>3</SUP>/kg","Temperature, K",salt_name,salt_SMILES,cation_name,anion_name,cation_SMILES,anion_SMILES
,101.325,1518.9,,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F",1-ethyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
,101.325,1296.0,,293.1,1-ethyl-3-methylimidazolium tetrafluoroborate,"CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F",1-ethyl-3-methylimidazolium,tetrafluoroborate,CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F
,101.3,1279.0,,298.15,1-ethyl-3-methylimidazolium tetrafluoroborate,"CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F",1-ethyl-3-methylimidazolium,tetrafluoroborate,CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F
,101.3,1228.0,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1383.6,,298.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-]",1-ethyl-3-methylimidazolium,trifluoromethanesulfonate,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-]
,101.325,1383.6,,298.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-]",1-ethyl-3-methylimidazolium,trifluoromethanesulfonate,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-]
,101.325,1252.6,,333.1,1-ethyl-3-methylimidazolium tetrafluoroborate,"CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F",1-ethyl-3-methylimidazolium,tetrafluoroborate,CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F
,101.0,1280.4,,298.15,1-ethyl-3-methylimidazolium tetrafluoroborate,"CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F",1-ethyl-3-methylimidazolium,tetrafluoroborate,CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F
,101.0,1283.7,,298.15,1-ethyl-3-methylimidazolium tetrafluoroborate,"CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F",1-ethyl-3-methylimidazolium,tetrafluoroborate,CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F
,101.325,1279.0,,297.0,1-ethyl-3-methylimidazolium tetrafluoroborate,"CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F",1-ethyl-3-methylimidazolium,tetrafluoroborate,CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F
,101.325,1594.0,,297.0,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide","CCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)NS(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F",1-ethyl-3-methylimidazolium,"1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",CCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)NS(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F
,101.325,1520.0,,297.0,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F",1-ethyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
,101.325,1237.72,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1279.9,,298.15,1-ethyl-3-methylimidazolium tetrafluoroborate,"CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F",1-ethyl-3-methylimidazolium,tetrafluoroborate,CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F
,101.325,1279.9,,298.15,1-ethyl-3-methylimidazolium tetrafluoroborate,"CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F",1-ethyl-3-methylimidazolium,tetrafluoroborate,CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F
,101.325,1234.0,,298.15,1-ethyl-3-methylimidazolium methanesulfonate,"CCN1C=C[N+](=C1)C,CS(=O)(=O)O",1-ethyl-3-methylimidazolium,methanesulfonate,CCN1C=C[N+](=C1)C,CS(=O)(=O)O
,101.325,1027.0,,298.15,1-ethyl-3-methylimidazolium acetate,"CCN1C=C[N+](=C1)C,CC(=O)[O-]",1-ethyl-3-methylimidazolium,acetate,CCN1C=C[N+](=C1)C,CC(=O)[O-]
,101.325,1240.0,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1518.74,,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F",1-ethyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
,100.0,1502.2,,313.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F",1-ethyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
,101.0,1502.2,,313.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F",1-ethyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
,101.325,1099.0,,298.15,1-ethyl-3-methylimidazolium acetate,"CCN1C=C[N+](=C1)C,CC(=O)[O-]",1-ethyl-3-methylimidazolium,acetate,CCN1C=C[N+](=C1)C,CC(=O)[O-]
,101.325,1238.3,,298.1,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1279.9,,298.1,1-ethyl-3-methylimidazolium tetrafluoroborate,"CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F",1-ethyl-3-methylimidazolium,tetrafluoroborate,CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F
,101.325,1277.4,,298.15,1-ethyl-3-methylimidazolium methylsulfate,"CCN1C=C[N+](=C1)C,COS(=O)(=O)[O-]",1-ethyl-3-methylimidazolium,methylsulfate,CCN1C=C[N+](=C1)C,COS(=O)(=O)[O-]
,101.325,1277.4,,298.15,1-ethyl-3-methylimidazolium methylsulfate,"CCN1C=C[N+](=C1)C,COS(=O)(=O)[O-]",1-ethyl-3-methylimidazolium,methylsulfate,CCN1C=C[N+](=C1)C,COS(=O)(=O)[O-]
,101.325,1240.2,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1237.5,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1237.5,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1387.1,,298.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-]",1-ethyl-3-methylimidazolium,trifluoromethanesulfonate,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-]
,101.0,1519.3,,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F",1-ethyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
,101.325,1280.0,,298.1,1-ethyl-3-methylimidazolium tetrafluoroborate,"CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F",1-ethyl-3-methylimidazolium,tetrafluoroborate,CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F
,101.325,1118.0,,298.1,1-ethyl-3-methylimidazolium thiocyanate,"CCN1C=C[N+](=C1)C,C(#N)[S-]",1-ethyl-3-methylimidazolium,thiocyanate,CCN1C=C[N+](=C1)C,C(#N)[S-]
,101.325,1520.0,,298.1,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F",1-ethyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
,101.325,1237.0,,298.1,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1099.02,,298.15,1-ethyl-3-methylimidazolium acetate,"CCN1C=C[N+](=C1)C,CC(=O)[O-]",1-ethyl-3-methylimidazolium,acetate,CCN1C=C[N+](=C1)C,CC(=O)[O-]
,101.325,1518.91,,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F",1-ethyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
,101.325,1115.79,,298.15,1-ethyl-3-methylimidazolium thiocyanate,"CCN1C=C[N+](=C1)C,C(#N)[S-]",1-ethyl-3-methylimidazolium,thiocyanate,CCN1C=C[N+](=C1)C,C(#N)[S-]
,101.0,1236.33,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1236.5,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1525.2,,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F",1-ethyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
,101.0,1144.0,,298.15,1-ethyl-3-methylimidazolium acetate,"CCN1C=C[N+](=C1)C,CC(=O)[O-]",1-ethyl-3-methylimidazolium,acetate,CCN1C=C[N+](=C1)C,CC(=O)[O-]
,101.325,1237.23,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1237.23,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1237.23,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1237.23,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1237.23,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1237.2,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1237.6,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1519.0,,298.1,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F",1-ethyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
,101.325,1238.0,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1099.7,,298.15,1-ethyl-3-methylimidazolium acetate,"CCN1C=C[N+](=C1)C,CC(=O)[O-]",1-ethyl-3-methylimidazolium,acetate,CCN1C=C[N+](=C1)C,CC(=O)[O-]
,101.325,1280.81,,298.15,1-ethyl-3-methylimidazolium methylsulfate,"CCN1C=C[N+](=C1)C,COS(=O)(=O)[O-]",1-ethyl-3-methylimidazolium,methylsulfate,CCN1C=C[N+](=C1)C,COS(=O)(=O)[O-]
,101.325,1518.74,,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F",1-ethyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
,101.325,1242.0,,293.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1237.6,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1238.0,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1186.0,,294.65,1-ethyl-3-methylimidazolium chloride,"CCN1C=C[N+](=C1)C,[Cl-]",1-ethyl-3-methylimidazolium,chloride,CCN1C=C[N+](=C1)C,[Cl-]
,101.325,1239.0,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.0,1238.8,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1524.0,,293.0,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F",1-ethyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
,101.325,1599.0,,293.0,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide","CCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)NS(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F",1-ethyl-3-methylimidazolium,"1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",CCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)NS(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F
,101.325,1238.2,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1238.2,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1238.2,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1236.3,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1226.8,,313.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1422.0,,353.15,1-ethyl-3-methylimidazolium hexafluorophosphate,"CCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F",1-ethyl-3-methylimidazolium,hexafluorophosphate,CCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F
,101.325,1405.0,,373.15,1-ethyl-3-methylimidazolium hexafluorophosphate,"CCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F",1-ethyl-3-methylimidazolium,hexafluorophosphate,CCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F
,101.0,1280.4,,298.15,1-ethyl-3-methylimidazolium tetrafluoroborate,"CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F",1-ethyl-3-methylimidazolium,tetrafluoroborate,CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F
,101.0,1283.7,,298.15,1-ethyl-3-methylimidazolium tetrafluoroborate,"CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F",1-ethyl-3-methylimidazolium,tetrafluoroborate,CCN1C=C[N+](=C1)C,[B-](F)(F)(F)F
0.00025787,101.325,,,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F",1-ethyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
0.00026397,101.325,,,333.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F",1-ethyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
,101.0,1513.7,,303.02,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F",1-ethyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
,101.0,1494.2,,322.41,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F",1-ethyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
,101.325,1230.2,,313.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1224.2,,323.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1218.2,,333.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.0,1237.6,,298.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.0,1227.5,,313.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.0,1217.5,,328.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,98.0,1225.0,,313.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,98.0,1218.0,,323.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,98.0,1213.0,,333.15,1-ethyl-3-methylimidazolium ethyl sulfate,"CCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-]
",1-ethyl-3-methylimidazolium,ethyl sulfate,CCN1C=C[N+](=C1)C,"CCOS(=O)(=O)[O-]
"
,101.325,1392.47,,288.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-]",1-ethyl-3-methylimidazolium,trifluoromethanesulfonate,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-]
,101.325,1384.05,,298.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-]",1-ethyl-3-methylimidazolium,trifluoromethanesulfonate,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-]
,101.325,1375.68,,308.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-]",1-ethyl-3-methylimidazolium,trifluoromethanesulfonate,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-]
,101.325,1367.37,,318.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-]",1-ethyl-3-methylimidazolium,trifluoromethanesulfonate,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-]
,101.325,1528.51,,288.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F",1-ethyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
,101.325,1518.38,,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F",1-ethyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
