"Density_kg/m, Experimental","Density_kg/m, Prediction",Salt Name,Temperature_K,Pressure_kPa
7.10902942869,7.11128907374,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,303.95,101.325
7.13377469104,7.1395987842,1-ethyl-3-methylimidazolium hexafluorophosphate,412.9,10000.0
7.08815832995,7.08583037834,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,288.15,101.325
7.11420018067,7.11729254717,1-ethyl-3-methylimidazolium tetrafluoroborate,293.15,101.0
7.13345555908,7.13061089518,1-ethyl-3-methylimidazolium ethyl sulfate,353.15,10000.0
7.34342622915,7.29160862625,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,353.15,4000.0
7.11004284842,7.10982797443,1-ethyl-3-methylimidazolium ethyl sulfate,348.15,100000.0
7.23935853849,7.22325211856,1-ethyl-3-methylimidazolium ethyl sulfate,353.13,79974.0
7.28961052145,7.30084238338,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,323.15,35000.0
7.02054810646,7.0224570472,1-ethyl-3-methylimidazolium acetate,328.15,101.325
7.16425623395,7.16604426044,1-ethyl-3-methylimidazolium thiocyanate,318.848,1162.8
7.1236727852,7.12736116617,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,313.15,20000.0
7.33908304662,7.33705347094,1-ethyl-3-methylimidazolium ethyl sulfate,328.15,30000.0
7.0074196021,7.00799849232,1-ethyl-3-methylimidazolium ethyl sulfate,298.15,2500.0
7.11452551618,7.11858954708,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,343.15,1000.0
7.35819375273,7.31025220465,1-ethyl-3-methylimidazolium hexafluorophosphate,352.7,120000.0
7.2464393534,7.25869338244,1-ethyl-3-methylimidazolium ethyl sulfate,343.15,45000.0
7.24843294609,7.23484990595,1-ethyl-3-methylimidazolium ethyl sulfate,303.15,500.0
7.32531363478,7.32662912286,1-ethyl-3-methylimidazolium ethyl sulfate,308.15,101.325
7.10698311584,7.1098275098,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,293.15,101.325
7.1089803662,7.1115812936,1-ethyl-3-methylimidazolium ethyl sulfate,293.15,500.0
7.10244174095,7.10540908471,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,353.15,4000.0
7.1236727852,7.12732551337,1-ethyl-3-methylimidazolium methylsulfate,363.15,101.325
7.11502144913,7.11943569302,1-ethyl-3-methylimidazolium methylsulfate,393.15,25000.0
7.15695636462,7.13589849399,1-ethyl-3-methylimidazolium ethyl sulfate,333.15,101.325
7.12252789155,7.12732557439,1-ethyl-3-methylimidazolium ethyl sulfate,343.15,24990.0
7.33537971232,7.33539571873,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,283.2,40033.0
7.10085190894,7.10398241123,1-ethyl-3-methylimidazolium ethyl sulfate,283.15,30000.0
7.29254137588,7.29740713663,1-ethyl-3-methylimidazolium thiocyanate,317.832,19821.0
7.27510306498,7.28301776378,1-ethyl-3-methylimidazolium ethyl sulfate,301.15,101.325
7.15461535691,7.15691079675,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,323.15,1000.0
7.09650612354,7.09985695614,1-ethyl-3-methylimidazolium ethyl sulfate,295.65,10000.0
7.11801620447,7.10763585308,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,293.15,101.325
7.16386928197,7.16190143297,1-ethyl-3-methylimidazolium ethyl sulfate,373.15,7500.0
7.11834030105,7.12151676892,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,343.15,101.325
7.11890721744,7.12147351842,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,313.15,100.0
7.01427512236,7.01676508819,1-ethyl-3-methylimidazolium ethyl sulfate,298.15,101.325
7.12141399109,7.11999553554,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,313.15,101.325
7.16881099537,7.17011536768,1-ethyl-3-methylimidazolium ethyl sulfate,288.15,20000.0
7.20852631598,7.20044473793,1-ethyl-3-methylimidazolium ethyl sulfate,328.15,101.325
7.11192801695,7.11122893967,1-ethyl-3-methylimidazolium ethyl sulfate,303.2,101.325
7.10636020585,7.10979875244,1-ethyl-3-methylimidazolium ethyl sulfate,283.15,10000.0
6.98868989648,6.98754310196,1-ethyl-3-methylimidazolium ethyl sulfate,298.13,19821.0
7.11101443966,7.11446788824,1-ethyl-3-methylimidazolium tetrafluoroborate,298.14,101.325
7.18037447376,7.18025273294,1-ethyl-3-methylimidazolium methylsulfate,313.15,5000.0
7.12407560495,7.1271425799,1-ethyl-3-methylimidazolium ethyl sulfate,333.15,100.0
7.10455485496,7.10690577581,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,298.15,101.325
7.00922824791,7.0118792535,1-ethyl-3-methylimidazolium tetrafluoroborate,303.15,25000.0
7.01696836396,7.01958381951,1-ethyl-3-methylimidazolium ethyl sulfate,313.15,120354.0
7.10002716663,7.09010278337,1-ethyl-3-methylimidazolium ethyl sulfate,330.65,30000.0
7.11752175485,7.12151676892,1-ethyl-3-methylimidazolium ethyl sulfate,350.65,10000.0
6.9817861053,6.99548606286,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,308.15,101.325
7.1123437445,7.11592898755,1-ethyl-3-methylimidazolium tetrafluoroborate,293.15,20000.0
7.08263252889,7.08352818682,1-ethyl-3-methylimidazolium hexafluorophosphate,372.8,30000.0
7.09489852606,7.09459691319,1-ethyl-3-methylimidazolium ethyl sulfate,313.14,4705.0
7.11725416378,7.12006151401,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,323.15,20000.0
7.12769369935,7.12889192166,1-ethyl-3-methylimidazolium ethyl sulfate,283.15,49963.0
7.1456692092,7.14814420088,1-ethyl-3-methylimidazolium ethyl sulfate,333.15,121234.0
7.14873874842,7.1510663995,1-ethyl-3-methylimidazolium ethyl sulfate,298.15,101.325
7.13878763172,7.1450482757,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,333.15,101.325
7.28276117961,7.29499810817,1-ethyl-3-methylimidazolium tetrafluoroborate,472.4,110000.0
7.10241704786,7.10453246174,1-ethyl-3-methylimidazolium ethyl sulfate,293.15,4990.0
7.12260856078,7.12736116617,1-ethyl-3-methylimidazolium acetate,303.15,101.0
7.16626597413,7.1650573245,1-ethyl-3-methylimidazolium ethyl sulfate,338.15,20000.0
7.04873387224,7.04725387431,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,308.2,101.325
7.1078348907,7.10538454243,1-ethyl-3-methylimidazolium tetrafluoroborate,283.15,6000.0
7.13815245901,7.13752872728,1-ethyl-3-methylimidazolium ethyl sulfate,283.15,69986.0
7.13161857122,7.13672514964,1-ethyl-3-methylimidazolium hexafluorophosphate,432.6,130000.0
7.09854091419,7.09810352714,1-ethyl-3-methylimidazolium tetrafluoroborate,293.15,101.325
7.28742383205,7.2897138774,1-ethyl-3-methylimidazolium tetrafluoroborate,303.15,100.0
7.12865631774,7.13317365104,1-ethyl-3-methylimidazolium methylsulfate,298.15,35000.0
6.99686445405,6.99655469618,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,330.678,40501.0
7.31568401653,7.31786252699,1-ethyl-3-methylimidazolium ethyl sulfate,338.15,35000.0
7.1308988303,7.13550769392,1-ethyl-3-methylimidazolium tetrafluoroborate,318.367,50094.0
7.1218984481,7.10083211051,1-ethyl-3-methylimidazolium ethyl sulfate,353.15,2500.0
7.11863189819,7.12151676892,1-ethyl-3-methylimidazolium ethyl sulfate,308.15,10000.0
7.12616765592,7.13028325083,1-ethyl-3-methylimidazolium methanesulfonate,333.15,101.325
7.01121398735,7.0247080491,1-ethyl-3-methylimidazolium methanesulfonate,308.15,101.325
7.10578612948,7.10273115973,1-ethyl-3-methylimidazolium hexafluorophosphate,412.9,100000.0
7.32448997935,7.32665834485,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,293.15,101.325
7.09041011357,7.09229478269,1-ethyl-3-methylimidazolium hexafluorophosphate,432.6,180000.0
7.22168972258,7.20908287102,1-ethyl-3-methylimidazolium methylsulfate,393.15,5000.0
7.10693395284,7.10570135339,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,393.15,35000.0
7.11110420297,7.08914331602,1-ethyl-3-methylimidazolium ethyl sulfate,348.15,10000.0
7.16162200294,7.13651850109,1-ethyl-3-methylimidazolium ethyl sulfate,298.15,101.325
7.10085190894,7.10398346322,1-ethyl-3-methylimidazolium hexafluorophosphate,412.9,20000.0
7.18939412789,7.18875559277,1-ethyl-3-methylimidazolium ethyl sulfate,352.33,1000.0
7.13177844332,7.13127292428,1-ethyl-3-methylimidazolium ethyl sulfate,321.15,101.325
7.13225790633,7.13661528073,1-ethyl-3-methylimidazolium ethyl sulfate,373.15,2000.0
7.11671876672,7.11972787017,1-ethyl-3-methylimidazolium ethyl sulfate,303.15,2500.0
7.1483457439,7.12190750798,1-ethyl-3-methylimidazolium ethyl sulfate,343.15,20010.0
7.17311505243,7.17430252868,1-ethyl-3-methylimidazolium tetrafluoroborate,318.372,9976.0
7.00279269432,7.01305432099,1-ethyl-3-methylimidazolium ethyl sulfate,315.65,25000.0
7.31121838442,7.32778503028,1-ethyl-3-methylimidazolium methylsulfate,317.15,101.325
7.17441798421,7.17323950505,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,363.15,101.325
7.29577577748,7.30100144093,1-ethyl-3-methylimidazolium hexafluorophosphate,352.7,190000.0
7.11598821756,7.11943569302,1-ethyl-3-methylimidazolium tetrafluoroborate,298.147,39935.0
7.13409372119,7.13349229698,1-ethyl-3-methylimidazolium ethyl sulfate,338.15,101.325
7.21781020229,7.2135007612,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,338.15,101.0
7.15125032654,7.15398859813,1-ethyl-3-methylimidazolium tetrafluoroborate,413.0,150000.0
7.33544491582,7.33539571873,1-ethyl-3-methylimidazolium ethyl sulfate,298.15,58874.0
7.1018407027,7.10398357718,1-ethyl-3-methylimidazolium tetrafluoroborate,288.15,60000.0
7.17548971362,7.18337911936,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,333.13,80064.0
7.14069073276,7.14085746516,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,293.15,100.0
7.12793444083,7.12615674375,1-ethyl-3-methylimidazolium ethyl sulfate,290.65,100.0
7.08665431897,7.08761926489,1-ethyl-3-methylimidazolium tetrafluoroborate,283.15,50000.0
7.15195557282,7.13067363922,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,323.15,101.325
7.00197395422,7.00215409508,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,293.14,99755.0
7.25580311622,7.2413658921,1-ethyl-3-methylimidazolium ethyl sulfate,313.15,80000.0
7.11429779244,7.1185945703,1-ethyl-3-methylimidazolium methylsulfate,353.15,2500.0
7.15342715128,7.13301186275,1-ethyl-3-methylimidazolium hexafluorophosphate,332.7,90000.0
7.36581283721,7.32667476565,1-ethyl-3-methylimidazolium ethyl sulfate,313.16,99450.0
7.10120633912,7.1048246999,1-ethyl-3-methylimidazolium ethyl sulfate,345.65,5000.0
7.15477159471,7.15687520497,1-ethyl-3-methylimidazolium ethyl sulfate,333.12,79184.0
7.05763972852,7.05722793458,1-ethyl-3-methylimidazolium ethyl sulfate,325.65,5000.0
7.10348652269,7.10570135339,1-ethyl-3-methylimidazolium ethyl sulfate,322.31,5000.0
7.09099308256,7.09229478269,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,298.15,101.325
7.09953199455,7.09751917284,1-ethyl-3-methylimidazolium methylsulfate,323.15,101.325
7.02117324602,7.02260948544,1-ethyl-3-methylimidazolium ethyl sulfate,320.64,101.325
7.32876559843,7.32976171978,1-ethyl-3-methylimidazolium thiocyanate,308.15,600.0
7.1260872733,7.12583993279,1-ethyl-3-methylimidazolium tetrafluoroborate,323.15,15000.0
7.12673015342,7.13083218833,1-ethyl-3-methylimidazolium tetrafluoroborate,413.0,180000.0
7.12072727497,7.12528009027,1-ethyl-3-methylimidazolium hexafluorophosphate,312.8,70000.0
7.01301578964,7.01562237013,1-ethyl-3-methylimidazolium hexafluorophosphate,372.8,10000.0
7.22635445407,7.21505584501,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,308.15,101.325
7.0656133636,7.06631012571,1-ethyl-3-methylimidazolium ethyl sulfate,373.36,40000.0
7.09619143678,7.09898027215,1-ethyl-3-methylimidazolium tetrafluoroborate,343.15,101.325
7.33302301439,7.33288262791,1-ethyl-3-methylimidazolium hexafluorophosphate,452.5,50000.0
7.15750181209,7.15691068279,1-ethyl-3-methylimidazolium thiocyanate,338.15,300.0
7.23633934275,7.24152192218,1-ethyl-3-methylimidazolium ethyl sulfate,320.65,15000.0
7.08581777886,7.08582687173,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,291.917,41361.0
7.09307234476,7.09342457595,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,300.18,1687.5
7.02331361962,7.02604790843,1-ethyl-3-methylimidazolium hexafluorophosphate,352.7,90000.0
7.09806153968,7.10073357912,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,343.15,101.325
7.16703787691,7.15986221736,1-ethyl-3-methylimidazolium ethyl sulfate,393.15,60000.0
7.10027466075,7.09985332749,1-ethyl-3-methylimidazolium hexafluorophosphate,472.4,100000.0
7.16425623395,7.16330395651,1-ethyl-3-methylimidazolium ethyl sulfate,293.15,101.325
7.02402606065,7.02553168406,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,288.15,101.325
7.10463698711,7.10429917463,1-ethyl-3-methylimidazolium methylsulfate,313.15,101.0
7.29213293476,7.29740713663,1-ethyl-3-methylimidazolium ethyl sulfate,352.15,101.325
7.31288699819,7.31598598668,1-ethyl-3-methylimidazolium ethyl sulfate,340.65,25000.0
7.33367639566,7.33214575117,1-ethyl-3-methylimidazolium ethyl sulfate,310.64,101.325
7.12721204244,7.13141666466,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,322.294,30090.0
6.99942246751,7.00425265873,1-ethyl-3-methylimidazolium acetate,335.05,101.325
7.23705902612,7.22392764003,1-ethyl-3-methylimidazolium ethyl sulfate,283.15,59714.0
7.10348652269,7.1045288941,1-ethyl-3-methylimidazolium ethyl sulfate,353.15,101.325
7.32563632271,7.32662912286,1-ethyl-3-methylimidazolium hexafluorophosphate,432.6,80000.0
7.14748058989,7.1248297066,1-ethyl-3-methylimidazolium acetate,323.15,101.0
7.00551699676,7.01886365185,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,333.15,101.325
7.33236920593,7.33126909769,1-ethyl-3-methylimidazolium tetrafluoroborate,293.15,12000.0
7.11801620447,7.09447418085,1-ethyl-3-methylimidazolium ethyl sulfate,298.15,101.325
7.30498658216,7.30799588883,1-ethyl-3-methylimidazolium methylsulfate,313.15,30000.0
7.09115958273,7.09167126898,1-ethyl-3-methylimidazolium ethyl sulfate,298.13,29997.0
7.10603220257,7.10862355201,1-ethyl-3-methylimidazolium tetrafluoroborate,303.15,40000.0
7.15266032208,7.14814420088,1-ethyl-3-methylimidazolium ethyl sulfate,393.15,24990.0
7.16169957945,7.14028182244,1-ethyl-3-methylimidazolium ethyl sulfate,308.15,100.0
7.11332124576,7.11709787921,1-ethyl-3-methylimidazolium methylsulfate,311.15,101.325
7.00415577327,7.01594145323,1-ethyl-3-methylimidazolium methanesulfonate,353.2,101.325
7.10840779246,7.11099685388,1-ethyl-3-methylimidazolium ethyl sulfate,343.15,4990.0
7.33419879348,7.33181733386,1-ethyl-3-methylimidazolium ethyl sulfate,285.65,20000.0
7.11493203677,7.11567237168,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,353.15,30000.0
7.11720550316,7.11429866119,1-ethyl-3-methylimidazolium ethyl sulfate,353.15,5000.0
7.10881680715,7.1109612743,1-ethyl-3-methylimidazolium ethyl sulfate,323.15,101.325
7.1078348907,7.11066909715,1-ethyl-3-methylimidazolium tetrafluoroborate,313.15,5000.0
7.12528309151,7.12748927609,1-ethyl-3-methylimidazolium ethyl sulfate,353.14,139892.0
7.11102260029,7.11446788824,1-ethyl-3-methylimidazolium ethyl sulfate,373.13,109856.0
7.15461535691,7.15691079675,1-ethyl-3-methylimidazolium tetrafluoroborate,355.847,20035.0
7.10586816057,7.10920796733,1-ethyl-3-methylimidazolium ethyl sulfate,310.15,101.325
6.98804411021,6.99548021847,1-ethyl-3-methylimidazolium tetrafluoroborate,352.7,10000.0
7.07893162467,7.07472593815,1-ethyl-3-methylimidazolium ethyl sulfate,283.15,30000.0
7.30941314875,7.31201812974,1-ethyl-3-methylimidazolium ethyl sulfate,398.15,100.0
7.30242903601,7.30626139845,1-ethyl-3-methylimidazolium ethyl sulfate,393.15,2000.0
7.10192305806,7.10161014108,1-ethyl-3-methylimidazolium ethyl sulfate,333.15,30000.0
7.35736485607,7.35291195438,1-ethyl-3-methylimidazolium ethyl sulfate,293.14,123824.0
7.11208291604,7.11213033356,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,353.15,2000.0
7.13544846499,7.13959884522,1-ethyl-3-methylimidazolium ethyl sulfate,363.15,101.325
7.1884127365,7.19986036841,1-ethyl-3-methylimidazolium ethyl sulfate,398.15,100000.0
7.09090982208,7.09243458262,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,298.15,101.325
7.3258075026,7.32662912286,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,328.15,101.325
7.09531310257,7.09459843281,1-ethyl-3-methylimidazolium ethyl sulfate,325.65,2500.0
7.11558212618,7.1185945703,1-ethyl-3-methylimidazolium ethyl sulfate,313.14,60122.0
7.1594474137,7.17287047241,1-ethyl-3-methylimidazolium ethyl sulfate,283.15,5000.0
7.37337430991,7.37040318348,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,312.64,101.325
7.11501332107,7.11738651923,1-ethyl-3-methylimidazolium methylsulfate,293.15,7500.0
7.12133322543,7.12379551689,1-ethyl-3-methylimidazolium ethyl sulfate,373.17,79962.0
7.15250375405,7.1520482128,1-ethyl-3-methylimidazolium tetrafluoroborate,452.6,130000.0
7.12568526324,7.12882810988,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,332.94,101.325
7.09615830609,7.09959981462,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,348.1,101.325
7.14921015007,7.14729043986,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,283.0,101.325
7.10175834055,7.10398311256,1-ethyl-3-methylimidazolium ethyl sulfate,328.15,35000.0
7.12044437239,7.12183236637,1-ethyl-3-methylimidazolium methanesulfonate,323.2,101.325
7.15796910182,7.15983299537,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,343.15,101.325
7.31588350451,7.31786252699,1-ethyl-3-methylimidazolium ethyl sulfate,328.15,101.325
7.32446361117,7.32662900889,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,358.15,101.325
7.15617663748,7.15859928995,1-ethyl-3-methylimidazolium methanesulfonate,343.15,101.325
7.13489085157,7.13612776204,1-ethyl-3-methylimidazolium ethyl sulfate,373.13,39971.0
7.26283895753,7.2721944069,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,318.15,101.325
7.12036352838,7.12203464791,1-ethyl-3-methylimidazolium tetrafluoroborate,308.15,101.325
7.32198189276,7.32398161091,1-ethyl-3-methylimidazolium tetrafluoroborate,278.15,101.325
7.11476944837,7.1141511383,1-ethyl-3-methylimidazolium methanesulfonate,308.15,101.325
7.12092929926,7.12443896755,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,393.15,7500.0
7.36644514833,7.32427866041,1-ethyl-3-methylimidazolium thiocyanate,288.15,101.325
7.30907848792,7.31190708619,1-ethyl-3-methylimidazolium ethyl sulfate,303.15,10000.0
7.14282740116,7.13937760501,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,391.31,20000.0
7.11801620447,7.1215163043,1-ethyl-3-methylimidazolium ethyl sulfate,293.15,101.325
7.10588456598,7.1098275098,1-ethyl-3-methylimidazolium ethyl sulfate,413.17,39896.0
7.08757370556,7.07958294155,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,353.15,100.0
7.21421003676,7.20336705052,1-ethyl-3-methylimidazolium tetrafluoroborate,313.15,12000.0
7.0083243339,7.02178585047,1-ethyl-3-methylimidazolium ethyl sulfate,348.15,20000.0
7.13361513779,7.11252090501,1-ethyl-3-methylimidazolium acetate,308.15,101.325
7.11450925192,7.11712762659,1-ethyl-3-methylimidazolium ethyl sulfate,398.15,40000.0
7.13283295866,7.13842995356,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,313.15,2000.0
7.12828742354,7.13346224031,1-ethyl-3-methylimidazolium ethyl sulfate,323.15,101.325
7.26473017793,7.27391218311,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,353.19,39951.0
6.97194999102,6.98379726837,1-ethyl-3-methylimidazolium ethyl sulfate,298.15,101.325
7.22271199357,7.21735803653,1-ethyl-3-methylimidazolium ethyl sulfate,338.15,100.0
7.11306067217,7.11563677989,1-ethyl-3-methylimidazolium hexafluorophosphate,312.8,140000.0
7.13767581458,7.14368987447,1-ethyl-3-methylimidazolium methylsulfate,298.15,20000.0
7.16472037877,7.16830084294,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,298.1,101.325
7.3537223304,7.30323897677,1-ethyl-3-methylimidazolium ethyl sulfate,298.15,60000.0
7.10356874262,7.10512038367,1-ethyl-3-methylimidazolium tetrafluoroborate,432.9,50000.0
7.10225241171,7.09954014518,1-ethyl-3-methylimidazolium tetrafluoroborate,332.6,50000.0
7.00106345612,7.01301914064,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,343.15,30000.0
7.11615060795,7.11914696147,1-ethyl-3-methylimidazolium hexafluorophosphate,472.4,110000.0
7.11963563802,7.12323454513,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,298.15,101.325
7.10174186731,7.10544421187,1-ethyl-3-methylimidazolium ethyl sulfate,333.15,2500.0
7.23273313618,7.22090012829,1-ethyl-3-methylimidazolium ethyl sulfate,353.14,89917.0
7.1015112134,7.09927247981,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,293.15,20000.0
7.1444861038,7.15231690192,1-ethyl-3-methylimidazolium ethyl sulfate,413.17,49998.0
7.12125245324,7.12443896755,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,303.0,101.325
7.11842130879,7.12148111612,1-ethyl-3-methylimidazolium acetate,298.15,101.0
7.12020182075,7.12443896755,1-ethyl-3-methylimidazolium ethyl sulfate,345.65,100.0
7.32409438364,7.32662912286,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,313.15,101.325
7.13313632524,7.13842995356,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,291.916,10046.0
7.14179920476,7.1434331035,1-ethyl-3-methylimidazolium ethyl sulfate,285.65,2500.0
7.13009851013,7.13491971097,1-ethyl-3-methylimidazolium ethyl sulfate,313.15,101.325
7.00106345612,7.01594145323,1-ethyl-3-methylimidazolium ethyl sulfate,303.15,30000.0
7.1268908089,7.12583993279,1-ethyl-3-methylimidazolium ethyl sulfate,295.15,101.325
7.1544903491,7.1341807422,1-ethyl-3-methylimidazolium ethyl sulfate,288.15,25000.0
7.11314210871,7.10518130386,1-ethyl-3-methylimidazolium methylsulfate,373.15,25000.0
7.15804696222,7.16038181891,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,293.15,101.325
7.12410782352,7.12735532177,1-ethyl-3-methylimidazolium acetate,363.15,101.325
7.1600692076,7.16210590389,1-ethyl-3-methylimidazolium ethyl sulfate,320.65,101.325
7.13823187766,7.14368987447,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,373.16,49997.0
7.09639019783,7.09751917284,1-ethyl-3-methylimidazolium ethyl sulfate,330.65,35000.0
7.15391198461,7.13359618851,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,414.92,40000.0
7.15258204113,7.15430372876,1-ethyl-3-methylimidazolium ethyl sulfate,303.15,40000.0
7.31394678986,7.3167813135,1-ethyl-3-methylimidazolium ethyl sulfate,353.15,101.325
7.0958932211,7.09813917994,1-ethyl-3-methylimidazolium tetrafluoroborate,298.15,101.3
7.16973485408,7.16774583022,1-ethyl-3-methylimidazolium methylsulfate,298.15,101.325
7.14432825061,7.14781655653,1-ethyl-3-methylimidazolium tetrafluoroborate,325.659,18720.0
7.09190849061,7.09229478269,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,352.98,101.325
7.145196135,7.14229980363,1-ethyl-3-methylimidazolium thiocyanate,339.87,39160.0
7.1542246556,7.15320425425,1-ethyl-3-methylimidazolium ethyl sulfate,308.15,5000.0
7.15070145759,7.1488099929,1-ethyl-3-methylimidazolium hexafluorophosphate,392.9,120000.0
7.22788033992,7.21499155664,1-ethyl-3-methylimidazolium tetrafluoroborate,313.2,180000.0
7.11045936026,7.11446794926,1-ethyl-3-methylimidazolium ethyl sulfate,298.15,101.325
7.329356169,7.32955132148,1-ethyl-3-methylimidazolium methanesulfonate,283.15,101.325
7.30249642373,7.30719018591,1-ethyl-3-methylimidazolium tetrafluoroborate,313.15,101.325
7.097805228,7.10106137856,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,298.15,101.325
7.26080365487,7.24677726914,1-ethyl-3-methylimidazolium acetate,288.15,101.0
7.15062302314,7.14522188829,1-ethyl-3-methylimidazolium ethyl sulfate,353.15,101.325
7.1557865458,7.15383615989,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,308.15,101.325
7.10027466075,7.10219467843,1-ethyl-3-methylimidazolium ethyl sulfate,318.15,101.0
7.31468597925,7.31786206236,1-ethyl-3-methylimidazolium thiocyanate,303.15,101.325
7.14842435716,7.1510663995,1-ethyl-3-methylimidazolium tetrafluoroborate,432.9,60000.0
7.00124562207,7.00215409508,1-ethyl-3-methylimidazolium tetrafluoroborate,432.9,90000.0
7.11728660288,7.1215117457,1-ethyl-3-methylimidazolium ethyl sulfate,298.15,101.0
7.11728660288,7.12151665496,1-ethyl-3-methylimidazolium ethyl sulfate,318.2,101.325
7.08229664846,7.07998592008,1-ethyl-3-methylimidazolium tetrafluoroborate,308.15,10000.0
7.1192553068,7.12352669177,1-ethyl-3-methylimidazolium ethyl sulfate,338.15,100.0
7.15132871181,7.14927750075,1-ethyl-3-methylimidazolium thiocyanate,348.15,101.325
7.00279269432,7.01594145323,1-ethyl-3-methylimidazolium ethyl sulfate,298.15,30000.0
7.33563398193,7.33358671434,1-ethyl-3-methylimidazolium hexafluorophosphate,432.6,50000.0
7.11689726426,7.12118896948,1-ethyl-3-methylimidazolium acetate,323.15,101.325
7.11834030105,7.12156890351,1-ethyl-3-methylimidazolium ethyl sulfate,293.15,101.325
7.22766249873,7.24473656033,1-ethyl-3-methylimidazolium ethyl sulfate,308.15,101.325
7.12512217752,7.12966329667,1-ethyl-3-methylimidazolium ethyl sulfate,335.65,25000.0
7.29912146271,7.31375857452,1-ethyl-3-methylimidazolium ethyl sulfate,293.16,101.325
7.3253729118,7.32662912286,1-ethyl-3-methylimidazolium ethyl sulfate,300.15,101.325
